    33    86    90    28    87     8    89    80    98    91    43    97    26     6    49     6    15    70    40    25    21    37    11    69    47    89    96     4    79     1    49    24    80    75    26    39    10    56    28     2    96    19    32    20    28    20    91    74    70    91    58    68    29     2    39    80    56     3    47    69    87    38    77    88    20    31    84     4     4    95     1    20    54    93    85    29    23    17     9     3    30    65     7    12    85    92    67    87    87    19     4    22    57    88    39    50    29    91    94    97
    64    79    55    33     9    29    40    20    23     1    35    54    74    54     6    89    11    33    22    40    70    21    80    53     7    18    51     9    59    89    66    43    51    18    65    95    10    70    54     1    39    53     1    85    73    79    50    90    59    29    89    32    14    47    86     3    59    49     7    34    92    94    81    16    91    88    52    89    75    49    67    86    85    42     5     9    98    27    40    52    65    82    59    10    63    79    57    57    20    95    33    76    32    54    59     7     7    15     5    83
    65    83     1    83    37    10    27     2    78     7    65    97    86    16    82    24    13    69    23    78    16    56    72    29    12    97    46     1    83    50     1    68    37    88    70    60    38    91     1    27    55    68    25     1     1    57    96    51    11    36    89    43     6    83     1    97    49    28    13    26     5    37     2    13    29    78    85    14    64    72    56    67    70    99    76    46     2    38     4     1    87    42    41    79    71    52    24    11    62    17    18    49    20    71    52    82    90    70     9    35
    17    38    19    38     7    82    55     6    52    91    77    55    54    20    12    33    33    38    53     1     1    85    44    29    50     2     2    95     1    79    40    56    26     8    37    18    44    92    63    49    26    17    75    59    90    89    68    74     8    38    81    45    78    42    15    87    67     1    61    91     4    65    84    21    34    98    55    70    33    86    87    19    94    96    74    10    98    77    39    43    22    99    29    44    96    75    69    32    13     2    90    98    57     2    17     4    68    64    74    24
    67    29    31    36    52    49    42    75    10    93    73    91    61    92    90    34    50    77    45    65    16    91    85    80    73    22     2    67    86    54    27    68    48    27    89    99    46    10    44    80     1    53     8    93    61    80    12    20    34    54     1    56    67    46    40    15     9    11    25    53    52    47    72    29    12    87    44    74    39    20    97    71    59    71     6    51    59    36    86     1    18    54    43    30    13    18    54    34    80    14    95    39    64    29     2    92    94    57    28    46
    16    83    17    74    39    80    89    72    88    70    94    11    59    11    38    96    11    28     1    16    68    84    41    62    94    18     1    31    78    22    94     1    95    70    25    78     9    15    20    46    56    99     5    12    18     6    28    63    16    10    33    13    12     6    11    10    90    17    76    14    42     1     1    23     2    89    12    69     5    63     1    49    68    54    98    26    77     9    48    10    25    43    32     3    28    28     2    44    90    88     7    29    12    27    85    26    14    75    13    45
    42    35    49    96    77    57    85    20    89    18    75    72    27    78    54    61    92     2    53    92    58    74    66    47    18    56    36    73    36    84    33    21    30    60    89    10    99    16    43    10    97    70    98    65    63    64    53     1    15     2    62    19     4    69    62    50    62    51    55    20    75    24    24    31    77     2    23     2    41    13    73    17    85     7    16    38    79    76    10    94    76    95    53    11    18    82    50     1    72    37    69    60    76    39    13    81    15    73    32    49
     2    88    60    73    17    48    20    29    68    54    47     1    49     5    77    80    74     5    15    93    66    84     9    53    63     3    73    85     1    60    73    96    55    32    90    72    36    21    61    90    44    32    52    55    50    10    79    38    24    81    30    72     1    69    49    15    48    86     1    27     5     1    50    36    68    87    28    53    34    72    62     1    37    34     9    37    50    26    61    31    35     6     1    52     3    82    10    42    64    79    29    73    80    40    86    91    75    69    56    34
    20    36    66    80    92     5    86    64    29    39    36     8    22    16    80    21    46    14    55    14    59    78    66    94    28    33    30    64     1    12    36    63    47    15    65    69     1     1    88    68    43    59    17    16    75    66    16    65    17    45    45     1    12    22    55    10    89    58     1     1     2    34    34    12    80    36    40    72    88    93    16    60     8    98    51     1    39     2    82    24    18    90    44    92    34    35     3    63    55    54     1    61    64    97     3    42    78    72    42    86
    84    87    53    33    80    48    36     2    91     8    58    21    91    92    73    27    85    21    91    41    90    56    38    76    53     4    22    41     1    43    12    81    28    60     2    35    71    77    99    83    55    56    25    31    85    84    69    52     5    99    19    33    52    65    26    50    65    26    80    91    26    69    96    22    37    30    49    30    55    61    23    38    37    59    96    23     1    88    38     3    31     9    67    78    55     3    41    61    74    38    66     1    61     1    26    12     1     5    83    85
