   339   901   871   891   988   439   268   494   154   400   210   112   472   968   792   498   804   267   106   289   962   320   285   916   706   589   291   391   560   472   874   770   201   845    46    11   543   856   234    95   303    76   853   676   875    47   576   396   298   941   482   200    17   983   637   333   437   352   889   170   412   360   623   982   516   479    99   170   563   324    79   974   675   186   681   367     3   358   145    16    22   713   359   519   710   520   738   711   346   151     8   832   294   755   696   142   278   464   454   139
   647   555    96   400   235   351   749    68   118   222   700   809    79   518   593   664   516   657   101   540   398    12   737   505   596   892   143   866   592    74   922   819   913   521   754   675   854    52   988   406   652   592   633   579   201   337   321   591    71    51   644   373   515   398   570   109   884   529   952   192   745   648   247   553     9   992   595   957   927   234    23   440   397   283   883   232   315   710   580   649   524   482   292   831   136   754   619   149    84   932   894   336   101   603   689     6   880   928   934   515
   654    16   373   273   781   659   866   821   135   239   167   726   123   460   833    11   371   704   383     2   559   257    16   968   113   890    61     6   496   135    55    25   295   858   641   565   704   762    24    40   877   410   717   243   624   186   204   520   906    90    59   450   338   318   971   889   840    18   348   413   115   734   370   491   488   653   359   182   785   109   159   292   993   811   533   618   410   529   918   638   171   764   440   424   218   257   408   340   789   136   867   529   810   103   672   252   680   698   265   384
   175   195    74   552   520   770   542   124   333   531     1   442   507    22     8   402   264   373   446   635   260   753   909   682    81   818   786   154   675   617    42   848   345   557   338   874   942   749   987   391   227   293   964   695   131   908   572   175   688   744   545   284    78   152    50   985    37   574    11   856   711   999   644   796   741   676   384   903   763   884   766     8   372   946   365     8    37   957   982   265   371   765   589   498   552   211   422   171   412    12   612   670   606    55   159   581   765   446   118    79
   675   310   529   423   105   736   613   908   508   454   165   850   732    20   864   272   486   890   468   448    10    84   615   120   344     6   670   400    91   254   523   722   124   448   390   974   593    65   590   864   180   438   133   542   807   955   644    26   946   288   819   933   753   405   142   139   227   259   922   526    12   522   907   417   792   254   216   766   683   916   630   393   813   569   869   189     6   983   253   895   541    81   306   363   793   361   318   946   114   613   187    56   839   686   255   622   763   391   371   427
   167   172   398   898   880   940   594   382   117    19   689   411   945    19   784   948   956   252    97   208   561    58   185   288   166   334   128   110   902   760   426    14    21   125    59    16   689   983   778   484   259   327   280    24   903    71   122   855   143   136   782    68   964   653   247   848   777   871   773   711   204   860   261   862   414   718   506   145    15   999   460   680     7   579   498   548   958   791   736   214   679   571    84   450   122   343   376   222   824   747   503   836   709   594     4   245   191   713   773   162
   420   497   778   853   893   758   274   541   929   535   586   666   186   366   365   331   300   890   999   435   970   988   637   536   152   625    41   625   625   559   751   244   772   233   412   738   854   164   796   108   763   538   184   506   720   692   764   132   152   323   798   400   962   550   410   478   730   804   819   237   481   718   665   544   584    12   302   343   925   470   478   779    28   122   592   661   149    96   692   445   712   487   578   481    65   869   502   191   551   404   676   505   977   469   251     8   178    39   713   679
    21   605   177   206   682   476   495   778   749   152   663    95   639   735     2   735   559   905   368   618   448   521   508   791   244   305     5   490   485     2    57   500   683   282   343   625   377    99   509   610   356     6    31   107   649   297   804   866   753   563   180   731   719   624   149   443   217   101    68   489   461   545   331   477   757   249   928   941   245    35   804   348   404   350   974   509   176     6   596   874   423   507   941    89   501   731   802   260   198   755   346   108   532   813   303   683   105   920    55     7
   202   662   928   865   293   368   224   809   464   555   599   664   281   300     5   366   476   658     6   885   438   178   758   164   177   452   129   554   898    13    27   343   809   402   886   167    82   514   390   825   187   444   348    31   554    12   645    34   787   427   952   196   808   899   375   736   544   388   118   933   198   570   733   140     4     6    12   484    29   150   311   810    43   636   435   599   660   283   642   502   106   204   595    90   657   341   521   247    47   656   577     3   348   831   688   127   821   721   336   755
   840   534   801   367   918   586   910   734   859   916   903   381   530   222     7   120   281    22   712   992   550   256   850   695    59   194   524   266   650   809   263   968   373   498   555   237   379   965     2   386   310   679   554   415   740   663   613   263    12   832   200   224   443   257   452   226   592   328    81    40   279   920   920   220   811   823   661   399   236   517   994    33   159   431    21    36   913   146   816   233   524   680   141   526   875   866   568   423   380   175   995    61   189   580   426    36   951   696   272   871
   718   980   922   179   232   381   161   522   304   437   228   200   565   102   193   961   634   702   266   838   347   600   688   564   616   415   769   944   963   300   106   830   321   446   789   397    31   369   948   636    55   513   717   301   724   681   117   669   737   568   279   114   197   272   290   322   986   855    87   587   181   926   103   574   636   903   329    12   165   607   392   176   880   833   432   916   485    47   648   110   806   462   272   343   717   212   541   812    34   265   248   988   412   276   572   733   356   369     5   945
   276   426   718   709    65   136   606   216   577   966   218   605   630   703   778    24   153   775   468   579   148   668    27   314   770   192   813   820   402   853    73    87    32   254   954   148   974   867    90   697   140   230   184   461   358   972    39    88   411   922   395   166   318   454   602   608   463   927   639   964   744   600    70   171   315   585   728    82   979   613   789   137   916   265    29   950   634   996   531   237   574   992   159   196   818    35   874   488   491   390   568   845   400   492   293   400   640   630   404   323
   406   861   787   260   861   442   535   873   817   465   109   259   830   726   400   452   818   129   812   248   621   785    95   359   343   558   256   510   874   159   865   533    64   832   770   657   562    15   433   952   166   555    24   312   343    60   516   786   737   465   905   246   172   516   992   589   642   217    16   995   685   603   938    72   726   345   638   954   265     7   784   224   292   499    38   908    61   247   343   114    28   745   343    17   922    81   556   761   788   634   212   786   299   481   954   354   108   325   560   283
    60   755   395   322   637   899   495   975   540   119   111   608   801   263   712   301   126   338   841   481   279   920   690   512   184   225   602   611   191   972    28   239   418   330   290   345   677   984   131   792    18   554   748   665   340   633   941    89   770   837   976   268   890   977   646   748   284    22    45   299   818   710   948   648   212   514   986   425   488   515   352   528   107   305   620   361    92   155   984   498   148   513   204   917     1    52   615   591   871   235   855   327   661   594    19   386   830   938   544   413
   949   149   463   408    49   375   814   574    66   161   827   197   280    23   321    74   697   157     6   580   291   548   182    56   325   906   279   734    31   399   342   764   527   624   116   127     1   147   723     5   900   512   247   739   802   917   552   373   932   718   158   593   855   727   487   784   670   428   466   927   517   248   162   127   548   814   819   809   993   256   664   752   184   177   219   289   143   124   120   852   399   639    71     1   878   472   516   992   995   379   346   875   998   518   625   925    10   170   585   470
   863   284    81   805   913   971    68    61   703   259   375   698   896    41    16   244   756   399   568    26   198   200   200   747   915   680    24   803    33   690   382   889   319    45   951   202   932   297   173    36   656   128   929   872   195   223   884   501   912   975   185   763   776   611   709   791   889   232   263   983   243   458   546   670   543   304   451   966   462     1   782   166   914   212   297   100   186   402    41   794   139   190   954   382   859   180   498    48   530   146   178   682   248   804   977   598   940   946   479   938
