   271   669   784   697   646   143   790   566   305   214    93   418   123   228   350   168   675   160   377   144    81   634   178   769   643   561   561    84   125   670   769   798   480   228    52   451   564    87   332   233    53   755   448   143   240   699     4   664   160   714   356    37   505   317   434   439   295   187    72   509   242   345   410   682   225   241   700   705   545   461   222   535   238   607   455   385   453    91    13   277   217   509   135   257   350   661   684   711   723   469
   517   284   341    77   457   567   188   150   109   599   626   172    95    19   773   560   592   484    63   449   563   475   674    19   412   483   620    81   128   463   318   564   534   589   514   251   477    20   153   114   552   656   474   415   682   737   192    70   730    18   203   603   106   118   683    60   694   790   611   557   521   765   184   506   658   369   160   298   777   257   316    70    56   588   738   515     5   133   412   167   363   456   505   487   707   475   741   761   647   771
   523   710   689   298   391   208   625   436   354   693    43   698   108    40   372   133   674   207    98    31   581   667   482   361   297   256   103   306   169   198   447   261   628    13    86   287    90   651   446    49   558   408   397   691   127    44    11   426   236   700   666   512   577   525   563   274    12    19   214   761   702    54   444   573   659   250   499   635    48   163   321   629   725   554   372    47   775   197   270   106   412   777   243   471   672   763   174   278    24   796
   140   292   604    59    45   258   416   316   719   434   130   780   267   113    95     1   631   486   405   267   210     6    99   240   211   127   270   357     5   384   208   476   736   727   530   410    65   361   180   629   179   489   540   468   778    34   279   191   276   292   264   270   751   276   753   790   787   789    21   633   181   726   443   771   285   532   105   435   506   458   783    71   550   580   670   436   579   215    62   528   782    40   667   598    29    32    18     9   546   239
   540   703   119   423   389   326    84    71   300   491   742   459   406   174   129   132   449   158   585    36    18   691   347    59   389   484   126   375   621   464     8   450   439   492   677    44   275   799   724   536   521   587    73   213   319   418   556   611    99   246   499   312   495   101   474   472   117   472   705     4   144    73   409   106    25   591   646   304   734   515     4   298   757    47   574   655   407   474   602   212   581   113   703   627   181   656   342   737   192   741
   133    75   227   319   795   644   704   394   777   475   350    49    94   236   207   551   711   559   756   460    33   627   111   195   764   490   319    78   563    21   449   160   160   148   748   598   133   556   544   102   166   642   721     7   552   340    94   711    17   368    36    47   799   161   551   186   238   622   792    29   207   468   102   224   108   697   723     7   178    98   344   401   114   789   780   626    38   610   771   102   488   198   488   633   621    95   185   618   156   786
   336   600   271   622   771   160   714    82   437   219   742   712   743   796   320   469   767   431   149   645    76   292   393   351   240   573   761   799   408     5   776    16   681   510    90   724   122   652   256    32   745    26   500   233   279   601   114   130   617   583   719   329   705   689   683    26    77   637    43   421   610    57    87   147   790   462   576   544   612   611     1    59   122   318   664   638   214   445   770   370   559   328   394   629   584   186   693   655   758     6
    16   336   665   141   284    16   546   320   777   396   785   195   599   678   628   530     9   238   511   182    13     1   212   548   447   723   487   295   240   221   359   653     7   406    21   409   195   447   344     4   564   778   388   470   211    45   706   109   546    54   114   274   164   541   302   526   370   407   777     5   285   654   637    25    47    89   519   611   396   643   748   663   602   446   286   144   733   766   575    23   636   119   673   643   174   256   778    54   314   756
   162   566   309   742   287    55   234   532   446   179    88   268   371   233     8   479   398   237   224   527   765     4   355   453   381   425   147     5   353   398   350    41   478   606    24   593   141   342   362   103   664   697   718   683   732    21   150   175   647   461   564   708   161   154    65    10    85   312   422   348   149     4   352   278   193   256   443   184   785   516   547    35   629   238   196   762   158   126   647   239   636   300   196   301   435   777   465    94   287   224
   672   757   294   641   729   605   734   639   729   728   708   279   687   560   527   722   422   647   424   651   542     5   672   546   225   235   798   570   122   643   440   770   749   680   491   164    47   288   455   419   442   120   520   472   428   210   665   232   298   672   592   444    10   572   303   476   414     2     3    12   248   322   244   443   707   278   592   285   319   490   435   736    10   697   372   160   559   396   354   365   189   362   683   555   473   705   148    65   660    44
