   339   745   179   439   116   304   210   624   102   498   702   266   962   120   564   589    67   963   874   232   446    11   548   948   303    30   301    47   278   737   482   627   272   333   826    87   412   838   574   479   680   165    79   688   833   367   379   648    22   865
   647   968   709   351   783   577   700   471   703   664   603   468   398   656   314   892   691   402   922   315   254   675    75    90   652   110   461   337   395   411   644   160   454   109   593   639   745   246   171   992   451   979    23   631   265   232   871   531   524   166
   654   731   260   659    54   817   167   538   726    11   320   812   559   557   359   890   698   874    55   364   832   565   343   433   877   520   312   186   402   737    59   794   516   889   954    16   115   343    72   653   494   265   159     5   499   618    39   343   171   830
   175   805   322   770   163   540     1   940   263   402   159   841   260   162   512   818   224   191    42   120   330   874   988   131   227   925   665   908   978   770   545   257   977   985    41    45   711   906   648   676   509   488   766   913   305     8   451   984   371   340
   675   335   408   736   928    66   165   768    23   272   605     6    10   310    56     6   651    31   523   222   624   974   590   723   180   785   739   955     5   932   819   575   727   139   820   466    12   574   127   254   957   993   630    11   177   189   300   120   541   841
   167   208   805   940   438   703   689   714    41   948   613   568   561   958   747   334   207    33   426   446    45    16   233   173   259   767   872    71   431   912   782   673   611   848   118   263   204   804   670   718   548   462   460    92   212   548   866    41   679   907
   420   232   201   758   927   336   586    10    96   331   716   702   970   305   905   625   932   493   751   182   899   738    33   273   763   366   577   692     1   157   798   437   699   478   233   787   481     6   340    12   667   789   478   506   441   661   776   216   712    38
    21   789    20   476   981   697   663   325    16   735   904   911   448   267   511   305   705   287    57   765   142   625   657   382   356   162   111   297   935   701   180    68   795   443   320   872   461   584    30   249   235    21   804   375   566   509   285   502   423   706
   202   751    69   368   111   387   599   380   957   366   531   926   438   441   741   452   830     6    27   111   705   167    12   774   187   922   321    12   684   641   952   366   795   736   971   891   198   745   813     6    23   153   311    51   804   599   850    79   106   396
   840   729   757   586   886   772   903   933   677   120   294   104   550   133   205   194   553   113   263   541   740   237   596   366   310   890   347   663   543   579   200   226   237   226   881   362   279     4   200   823   853   343   994    80   107    36   977   131   524   231
   718   871   728   381   494   286   228   472   310   961   267   156   347   285   631   415   391   179   106   201   699   397   856    91    55   853   446   681   396   759   279    17   933   322   352   904   181   623   108   903   170   805   392   675    27   916   358   715   806   359
   276    96   200   136    68    24   218    79   734    24   657   161   148   737     2   192   866   519    73   913    20   148    52   763   140   633     9   972   591   735   395   515   417   608   529   809   744   247   607   585   957   749   789   397   969   950   710   909   574   292
   406   373   298   442   821    51   109   123   859   452   704   212   621    16   389   558     6   863   865   295   539   657   762   268   166   717   429    60   520   693   905   338   872   589    18    30   685   370    24   345   182   847   784   993   665   908   529   700    28   440
    60    74   646   899   124   142   111   507   644   301   373     6   279   909   654   225   154   586    28   345   725   345   749    27    18   964   633   633   175   726   976    78   243   748   574   683   818   644   818   514   903    14   352   372   824   361   957   987   148   589
   949   529    22   375   908   218   827   732   419    74   890   776   291   615   527   906   400   267   342   124   301   127    65   881   900   133   614   917    26    59   158   753   447   784   259   240   517   907   614   814   766   925   664   813   352   289   983   743   399   306
   863   398   426   971   382   295   375   945   719   244   252   704   198   185   409   680   110     9   382    21   516   202   983   991   656   280   524   223   855   987   185   964   307   791   871   196   243   261   666   304   145   697   782     7   680   100   791   532   139    84
   791   778   451   546   541   995   211   186   760   438   890   510   532   637     9   320   625   291   949   772   890   861   164    54   828   184   382   765   132   397   888   962   180   786   804   947   575   665    33   235   343   346    31    28   596   658    96   362   492   578
   832   177    89   971   778   847   566   639   394   685   905   300   685   508   332   431   490   587   377   683   298   677    99   972   421    31   869   495   866   558   196   719   664   804   101   393   349   331   479   789   941   635   836   404   832   359     6     4   303   941
   381   928   388   557   809   291   855   281   298   566   658   442   171   758   261   452   554   854   655   809   676   193   514   527   996   348   517   981    34   298   717   808   332   376   388   358   251   733   896   931   484   752   639    43    85   580   283     8   423   595
   295   801   669   911   734   700   919   530   762   683    22   152   538   850   325   569   266   590   479   373   908   715   965     4   548   554   950   399   263   871   942   443   300   694   328   825   219   920   286   346   399   223   449   159   636   832   146   833   981   141
   836   922   988   111   522   400   843   565   792    10   702   289   997   688   706   137   944   472     5   321    46   496   369    95   432   717   875   296   669   941   567   197   637   794   855   170   466   103   516     9    12   324   619   880   681   327    47    16   800   272
   356   718   235   722   216   222   740   630   593   211   775   540   705    27   596   191   820    74   240    32   754   176   867   406   957   184   201   603    88    51     7   318   570   463   927   192   760    70     9   992    82   234   892   916   883   560   996   649   258   159
   887   787   781     6   873   239   842   830   833   960   129     2   326    95   113   725   510   135    14    64   641     1    15    40    68    24   624   734   786    90   969   172   971   482   217   413   466   938   488   707   954   109   776   292   533     4   247   638   383   343
   366   395   520    87   975   531   789   801     8   631   338   635   595   690    81     7   611   617   349   418   338   602   984   391   907   748   131   616    89   744   724   890    50   670    22   856   805   948   741   588   425   884   247   107   365   616   155   265   597   204
   879   463   105   214   574   454   562   280   864   810   157   448   563   182   344   335   734   254   695   527   390   382   147   864    92   247   807     4   373   288   509   855   142   703   428   526   250   162   792   830   809   916   411   184   869   738   124   895    52    71
    93    81   880    74    61    19   889   896   784   638   399   208   200   200   166   951   803   760   118   319    59   539   297   484   586   929   903   525   501   136    47   776   247   937   232   711   907   546   414    25   966   999   845   914   498   674   402   214   337   954
   750   297   893   613   890   535   959   185   365   979   951   435    21   795   152   218    33   559   143   880   412     1    97   108    72   791   720   735    74   323   267   815   410   664   866   237   631    49   584   848   340   470    67   837   592   640   282   445   321    72
   420   105   682   422   244   152    12   974     2     4   608   618   816   574   244   236   973     2   883   784   343   870   463   610   818   525   649   930   829   563   917     5   149   167   973   489   855   649   757   443   972    35   528   693   974    16   950   874   404   174
   708   822   293   626   335   555   497    26     5   744   184   885    51   893   177   283   871    13   187   989   886   558   107   825     5   750   554   386    44   427   198   318   375   730   582   933   862    15     4   398   113   150   724   789   435   410    65   502   107   147
   946   493   918    79   349   916   528   229     7   656   998   992   962   802    59    58   151   809   831   878   555   233   517   386   402   189   740   246   920   832   698   101   452   654   185    40   901   244   811   961   834   517   911   706    21   603   476   233   497   325
   901   808   232   268   962   437   112   180   193   804   781   838   320    65   616   291   100   300   770   892   789   543   262   636    76   281   724   576   266   568   200   347   290   437   791   587   360   394   636    99   857   607   974    24   432     3   124   110   713   815
   555   571    65   749   616   966   809   562   778   516   102   579    12   642   770   143   507   853   819    23   954   854   380   697   592   823   358   321   813   922   373   209   602   884   293   964   648   147   315   595   549   613   440   903    29   315   391   237   482    83
    16   488   861   866   804   465   726    39   400   371   725   248   257   107   343    61   158   159    25   875   770   704   379   952   410   824   343   204   914   465   450   133   992   840   749   995   734   352   726   359   728     7   292   757    38   410   818   114   764   155
   195    56   637   542   215   119   442   334   712   264   691   481   753   663   184   786   106   972   848   366   290   942     1   792   293   357   340   572   429   837   284   661   646    37   635   299   999   737   212   384   512   515     8   888   620    37    34   498   765   355
   310   486    49   613   276   161   850    45   321   486   353   580    84   847   325   670   501   399   722   307   116   593   233     5   438    31   802   644   123   718   933   265   487   227   896   927   522   804   548   216   471   256   393   471   219     6   735   852    81   590
