    33    71    83    90    98    74    87    92    80    89    17    72    98    23    70    43    38    11    26    16    11    49    52    96    15    30    28    40    43    16    21    22    84    11    20    62    47    56    18    96    10    31    79    19    22    49    96     1    80    63    70    26    70    78    10    26    15    28    83    46    96    34    99    32    60    12    28    68     6    91    56    63    70    61    10    58    41    13    29    76     6    39    94    10    56    96    17    47    30    14    87    10     1    77    83    23    20    32    89    84
    64    27    35    55    42    96     9    71    57    40    70    20    23     6    18    35    13    72    74    60    78     6    21    61    11    57     2    22    96    92    70    21    74    80    60    47     7    63    56    51    70    73    59    77    84    66     2    21    51    15    60    65    77    10    10    46    16    54    57    10    39    14    70     1    66    65    73     2    64    50    31     1    59    77     2    89    19    19    14    81    69    86    82    50    59    40    51     7    85    20    92     7    24    81     8    31    91     3     2    52
    65    40    88     1    86    73    37    78    48    27    26    29    78    86    54    65    44     1    86    53     5    82    87    80    13    81     5    23    46    93    16    10    84    72    25    53    12    83     3    46    72    85    83    40    60     1    45    96    37    81    32    70    12    72    38    81    21     1    24    90    55    62    32    25    78    55     1     9    10    96    35    38    11    34    81    89    55    72     6    25    69     1    51    15    49    87    86    13    15    27     5    86     1     2    53    36    29     6    87    85
    17     6    36    19    75    80     7    39     5    55    32    64    52    63    39    77    89     8    54    49    16    12    97    21    33    54    14    53    11    14     1    11    78    44    60    94    50    80    33     2    26    64     1    71    12    40    30    63    26    12    15    37    33    69    44    84     1    63    48    68    26    27    59    75    92    16    90    69    66    68    51    65     8    18    45    81    22     1    78    60    22    15    61    10    67    19    58    61    97     1     4     2    34    84    23    12    34    41    36    55
    67    94    87    31    14    33    52    46    48    42    40     2    10     4     8    73    37    21    61    81    92    90    57    27    50     6    21    45    16    41    16    82    56    85    19    76    73    28     4     2     2    41    86    32    43    27     7    81    48    69    60    89    15    35    46     1    77    44    58    83     1    29    56     8    54    31    61    18    84    12     5    52    34    32    99     1    90    33    67    27    65    40    73    50     9     3    26    25    39    91    52    34    69    72    76    22    12    52    30    44
    16    86     9    17    28    20    39     8    99    89    80    42    88    91    49    94    97     7    59     6    43    38     6    75    11    70    29     1    25    60    68    37    88    41    69    71    94    89    57     1     4    71    78     1    13    94    24    63    95    75    61    25    39    56     9    56    70    20     2    23    56    19    20     5    20    95    18    20    93    28    74    40    16    91    69    33    68    95    12     2    20    11    80    12    90     3     1    76    69    96    42    38    11     1    88    44     2    31    46    12
    42    79    75    49    33    23    77    29    96    85    20    45    89     1    10    75    54    61    27    54    92    54    89    92    92    33    99    53    40    85    58    21    95    66    53     1    18    18    80    36     9    76    36    89    49    33    43    97    30    18    71    89    95    95    99    70    51    43     1    70    97    53     2    98    85    30    63    79    11    53    90     1    15    29    81    62    32    21     4    47    93    62     3    63    62    49    29    55    34    38    75    94    14    24    16    18    77    88    72    23
     2    83    42    60    83    78    17    10    35    20     2     8    68     7    40    47    97    42    49    16    98    77    24    59    74    69    84    15    78    47    66    56     1     9    29    32    63    97    22    73     1    39     1    50    26    73    68     1    55    88    90    90    60    54    36    91    30    61    27     9    44    68    81    52     1    26    50    57     2    79    51    33    24    36    55    30    43    23     1    83    70    49    97    83    48    28    58     1    26     5     5    37    88    50    13    76    68    78     6    28
    20    38    70    66    38    75    92    82    35    86     6    38    29    91    66    36    55    62    22    20    11    80    33    67    46    38    29    55     1     5    59    85    49    66    29    38    28     2    65    30    95    29     1    79    44    36    56    74    47     8    53    65    18    39     1    92    44    88    49    63    43    17     5    17    59    44    75    89     3    16    74    26    17    38    42    45    45    28    12    42    83    55    87    48    89     1    85     1    91    26     2    65    18    34    21    11    80    98    57    40
    84    29    94    53    36    72    80    49    91    36    75    66    91    93    79    58    91     7    91    92    88    73    34    88    85    77    70    91    65    86    90    91    52    38    80    93    53    22    81    22    67    76     1    54    84    12    68    65    28    27    29     2    99    45    71    10    15    99    80    23    55    53    96    25    93    13    85    80    61    69    20    32     5    54    36    19    56     5    52    46    55    26    15    98    65    11    59    80    53    87    26    47    83    96    29    54    37    87    84    49
