   169   359   418   450   490   372   435   461   404   445    89   364   494   116   353   219   190    55   134    80    58   247   261   481    77   152   143   200   218    84   105   114   421    56   100   312   236   282    90   484    51   155   396    96   111   249   480     5   402   317
   323   138   178   277   213   484    48   359   285   200   354   100   117    32    93   175    68   361   374   303   391    34   108   308    59   288    12   111   483   462   350   109   370   404   302   235    39   315   281   259   351   367   296   389   421   332    12   105   258    76
   327   203   443     8   430   365   186   393   244   136   130   149   390   430   272   329   221     3   433   267    27   410   436   402    67   408    25   119   232   468    83    54   421   363   129   269    61   415    19   230   363   429   416   200   301     5   226   480   185   409
    87    30   183    97   377   402    37   197    28   276   161   323   260   318   197   385   449    43   271   247    81    62   487   107   166   270    71   265    59    74     1    55   394   221   304   470   253   400   167    11   131   322     4   356    62   201   150   315   132    63
   337   474   439   155    74   167   264   231   243   211   204    11    52    24    44   368   187   107   306   407   464   454   287   138   254    33   109   227    80   207    82   413   281   425    98   384   366   140    22    10    11   209   432   160   217   136    37   405   243   348
    83   431    46    86   142   104   199    40   497   449   402   213   440   456   246   470   485    37   297    34   219   191    30   378    58   351   147     9   129   302   344   187   444   205   349   357   472   448   287     9    20   359   392     8    69   474   122   319   478   378
   210   395   375   248   169   116   389   148   482   426   100   225   446     5    51   379   273   306   137   271   463   270   445   460   464   168   497   267   200   426   293   105   479   333   269     5    93    92   403   183    48   380   182   449   245   165   219   489   150    90
    10   416   210   302   415   394    88    52   177   103    10    44   341    36   200   238   485   211   247    81   490   389   122   297   374   348   423    76   392   237   331   283     6    47   149   162   319   487   113   367     8   197     1   250   132   367   342     2   279   444
   101   190   354   331   193   375   464   411   179   432    34   194   146   456   332   184   278   313   112   101    55   404   167   335   232   193   145   277     5    27   299   427   248   332   148   190   140    13   329   150   478   149     2   396   222   183   283   372   238    40
   420   147   473   267   184   364   400   246   455   183   378   334   459   465   399   293   455    39   455   463   443   367   174   441   429   386   350   458   329   430   451   459   264   190   404   466   265   114   407   111   338   381     3   273   420    60   341   328   140   135
