   169   359   418   450   490   372   435   461   404   445    89   364   494   116   353   219   190    55   134    80    58   247   261   481    77   152   143   200   218    84   105   114   421    56   100   312   236   282    90   484    51   155   396    96   111   249   480     5   402   317   351   133   351   390    53   133    78   144   419   232   481   173   498   160   300    60   142   344    32   458   282   315   353   308    54   294   207    68   145   384    33   195   472    50   280   481    89   236   150    73   437    53     2   385   415   116   100   160   446   422
   323   138   178   277   213   484    48   359   285   200   354   100   117    32    93   175    68   361   374   303   391    34   108   308    59   288    12   111   483   462   350   109   370   404   302   235    39   315   281   259   351   367   296   389   421   332    12   105   258    76   301   328   387    51    50   234    80   270   289    50   199    74   352     6   334   328   368    13   321   252   157     1   298   385    12   446    96    95    71   406   345   433   410   253   296   201   259    37   426   102   461    36   120   409    43   157   456    16    11   260
   327   203   443     8   430   365   186   393   244   136   130   149   390   430   272   329   221     3   433   267    27   410   436   402    67   408    25   119   232   468    83    54   421   363   129   269    61   415    19   230   363   429   416   200   301     5   226   480   185   409   160   352    64   362   191   406   106     1   124   451   279   310   163   128   392   278     8    47    53   484   179   194    56   171   407   445   279   362    30   128   349     3   255    79   248   437   431    67    79   139    27   432     7    12   266   182   147    32   437   429
    87    30   183    97   377   402    37   197    28   276   161   323   260   318   197   385   449    43   271   247    81    62   487   107   166   270    71   265    59    74     1    55   394   221   304   470   253   400   167    11   131   322     4   356    62   201   150   315   132    63    79   186   169   345   223   420     3   317   240   344   130   139   297   376   460    81   454   345   331   341   256   327    40    92   225   409   112     3   393   301   112    77   305    53   337    95   293   308   486     2    21    14   174   424   119    60   172   209   183   278
   337   474   439   155    74   167   264   231   243   211   204    11    52    24    44   368   187   107   306   407   464   454   287   138   254    33   109   227    80   207    82   413   281   425    98   384   366   140    22    10    11   209   432   160   217   136    37   405   243   348   302   445    78   176   234     3   388   224   290   417     5   145   281    42   274   155   307    91   423    60    28   263   172   162   499     3   453   167   335   139   325   200   367   250    45    15   133   127   199   459   261   171   347   361   382   111    62   263   153   224
    83   431    46    86   142   104   199    40   497   449   402   213   440   456   246   470   485    37   297    34   219   191    30   378    58   351   147     9   129   302   344   187   444   205   349   357   472   448   287     9    20   359   392     8    69   474   122   319   478   378   306   126   199   284    48   284   352   104    13   116   280    99   100    29   100   479    92   100   467   144   373   204    83   457   348   167   340   475    64    12   103    55   401    62   451    16     4   380   345   480   213   191    59     7   444   223    10   159   230    62
   210   395   375   248   169   116   389   148   482   426   100   225   446     5    51   379   273   306   137   271   463   270   445   460   464   168   497   267   200   426   293   105   479   333   269     5    93    92   403   183    48   380   182   449   245   165   219   489   150    90   358   445   475   476   499   351   255   217     3   352   485   266    10   494   426   152   318   397    56   268   452     4    76   149   407   312   160   109    20   239   466   312    16   315   312   246   145   279   174   190   375   474    71   122    81    91   386   440   364   116
    10   416   210   302   415   394    88    52   177   103    10    44   341    36   200   238   485   211   247    81   490   389   122   297   374   348   423    76   392   237   331   283     6    47   149   162   319   487   113   367     8   197     1   250   132   367   342     2   279   444   452   452   304   271   184   455   150   309   138    48   224   342   408   260     4   133   254   287    13   395   255   166   122   181   279   152   215   118     2   415   352   245   486   416   242   143   293     1   132    28    28   188   441   250    68   382   341   392    34   141
   101   190   354   331   193   375   464   411   179   432    34   194   146   456   332   184   278   313   112   101    55   404   167   335   232   193   145   277     5    27   299   427   248   332   148   190   140    13   329   150   478   149     2   396   222   183   283   372   238    40   265   329    92   198     3   463   221   442   249   317   219    85    25    89   299   220   379   446    15    82   370   130    88   190   214   226   226   141    64   214   415   277   435   242   449     3   427     6   457   131    13   327    93   171   109    55   404   494   288   201
   420   147   473   267   184   364   400   246   455   183   378   334   459   465   399   293   455    39   455   463   443   367   174   441   429   386   350   458   329   430   451   459   264   190   404   466   265   114   407   111   338   381     3   273   420    60   341   328   140   135   147    11   499   226   356    52    76   496   402   117   275   269   481   128   468    66   425   401   307   347   102   162    29   272   180    97   284    29   262   231   276   133    75   490   325    56   295   404   268   437   131   239   415   484   145   270   186   439   420   249
