    30    75    88    78    72    16    88    63    34    24    10    47    13    25    39    18    75    18    42    16     9    71    20    86    72    63    63     9    14    75    86    89    54    25     5    50    63     9    37    26     6    85    50    16    27    78     1    74    18    80    40     4    56    35    48    49    33    21     8    57    27    38    46    76    25    27    78    79    61    51    25    60    26    68    51    43    51    10     1    31    24    57    15    28    39    74    77    80    81    52
    58    32    38     8    51    63    21    16    12    67    70    19    10     2    87    63    66    54     7    50    63    53    75     2    46    54    69     9    14    52    35    63    60    66    57    28    53     2    17    12    62    73    53    46    76    82    21     7    82     2    22    67    12    13    76     6    78    88    68    62    58    86    20    56    74    41    18    33    87    28    35     7     6    66    83    58     1    14    46    18    40    51    56    54    79    53    83    85    72    86
    58    79    77    33    43    23    70    49    39    77     4    78    12     4    41    15    75    23    11     3    65    75    54    40    33    28    11    34    19    22    50    29    70     1     9    32    10    73    50     5    62    45    44    77    14     5     1    47    26    78    74    57    64    59    63    30     1     2    24    85    78     6    50    64    74    28    56    71     5    18    36    70    81    62    41     5    87    22    30    12    46    87    27    53    75    85    19    31     2    89
    15    32    67     6     5    29    46    35    80    48    14    87    30    12    10     1    71    54    45    30    23     1    11    27    23    14    30    40     1    43    23    53    82    81    59    46     7    40    20    70    20    55    60    52    87     3    31    21    31    32    29    30    84    31    84    88    88    88     2    71    20    81    49    86    32    59    11    48    57    51    88     8    61    65    75    49    65    24     7    59    87     4    75    67     3     3     2     1    61    26
    60    79    13    47    43    36     9     8    33    55    83    51    45    19    14    14    50    17    65     4     2    77    39     6    43    54    14    42    69    52     1    50    49    55    76     5    31    89    81    60    58    66     8    24    35    47    62    68    11    27    56    35    55    11    53    53    13    53    79     1    16     8    46    12     2    66    72    34    82    58     1    33    85     5    64    73    45    53    67    23    65    12    79    70    20    73    38    82    21    83
    15     8    25    35    89    72    79    44    87    53    39     5    10    26    23    62    80    62    85    51     3    70    12    21    86    55    35     8    63     2    50    18    18    16    84    67    15    62    61    11    18    72    81     1    62    38    10    80     1    41     4     5    89    18    62    20    26    70    89     3    23    52    11    25    12    78    81     1    20    11    38    45    12    88    87    70     4    68    86    11    54    22    54    71    69    10    20    69    17    88
    37    67    30    70    86    18    80     9    49    24    83    80    83    89    36    52    86    48    16    72     8    32    44    39    27    64    85    89    45     1    87     1    76    57    10    81    13    73    28     3    83     3    56    26    31    67    12    14    69    65    80    37    79    77    76     2     8    71     4    47    68     6     9    16    88    51    64    61    68    68     1     6    13    35    74    71    24    50    86    41    62    36    44    70    65    20    78    73    85     1
     1    37    74    15    31     1    61    36    87    44    88    22    67    76    70    59     1    26    57    20     1     1    23    61    50    81    54    33    27    24    40    73     1    45     2    46    22    50    38     1    63    87    43    52    23     5    79    12    61     6    12    30    18    60    34    59    41    45    87     1    32    73    71     2     5    10    58    68    44    72    84    74    67    50    32    16    82    86    64     2    71    13    75    72    19    28    87     6    35    85
    18    63    34    83    32     6    26    59    50    20     9    30    41    26     1    53    44    26    25    59    86     1    40    50    42    47    16     1    39    44    39     4    53    68     2    66    15    38    40    11    74    78    80    76    82     2    16    19    72    51    63    79    18    17     7     1     9    35    47    39    16     1    39    31    21    28    49    20    88    58    61     3    70    26    22    85    17    14    72    26    71    33    22    33    48    87    52    10    32    25
    75    85    33    72    82    68    82    71    82    81    79    31    77    63    59    81    47    72    47    73    61     1    75    61    25    26    89    64    13    72    49    86    84    76    55    18     5    32    51    47    49    13    58    53    48    23    74    26    33    75    66    49     1    64    34    53    46     1     1     1    27    36    27    49    79    31    66    32    35    55    48    82     1    78    41    18    62    44    39    41    21    40    76    62    53    79    16     7    74     5
    64    81    67    83    80    65    20    39    10    14    44    86    27    36    15    20    10    56    50    87    27    17    44     1    57    24    70    24    26    41    31    28    10    61    82    56    55    53    12    69    35     9    86    42    13     9    69    20    28    76    62    71     1    44     2    77    23    85     8     9     5     6     2    64    60    40    65     4    26    10    35    23    66    84    40    25    18    56    17    88    84    26    30    71    88    31    71     7    15     5
    24    50    87    64    36    18     5    31    65    54     6    55    51    19    83    19    72    42    56    46    66    70    59    19    13    59     9    42    48     9    13     1    59     2    45     1    69    80    17    73    77    45    36     6    18     6    73    28     2    46     1    85    60    15    87     4    34     8    36    84    12    53     9    16    52     1    32    30    54     3    53    73    37     4    44    35    33    14    28    35    37    54     9    41    41    47    26    57    17    18
    36     1    65    70    24    26    77    59     1    48    73    72    73    21    84     9    65    48    74    41    77    36     1    86    73    63    65    73     1    81    55    23    50     8    87    35    30    80    65    23     1    14    78    12    25    77     2    32     5    77    48    69    50     1    50    68    34    39     3    28    15    36    46     2    21    38    30    16    66    46    46    82    66     8    31    81    40    71    15    28    78    89    80    43    57     1    67     1    37    63
     5    17    72    35    49    58    57    69     7    44    11    19    48    47    13    10    39    84    72     2    58    64    36    56    11    33    62    75    57    62    25    67    14    62    61    58    16    73     1    54    13     9    17    55     1     2    76    10    37    50    65    26    78    54    60    67     1    11    35    21     1    26    83    67    62    56    30    81    55    84    15    38    69    67    77    87    25    23    80    13    21    58    88    60    25    51    57     4    77    76
    85    27    30    41    38     2     4    66    19    73    81    24     5    40    37    74    76    69    25     1    37    28    24    72    62    80    31     1    40    75    26     7    27    16    10    47    29     1    30    25    36    45     2    22    82    30    65    20    47    40    27    10    87    34     1     5    21    65    77     3    81    39    70    22    48    55    72    85     1    49     2    11    83    25    76    14    84    51    76    36    40    43    12    63    60    23    80    42    47    24
    77    15    18     7    80    38    82    84     6     6    34    68    63     1    54    33    37    64    80     1    64     1    85    57    68    22    51    51    18    21    17     5    86    18    25    36    82    30    85     2     9    11     3    68    86    34     1    40    28    11    46    85     1    48    83    88    27    15    43    50    59    29    69    83     2    47    17     6    47    79    77    53    82    12    13    16     6    60    69    58    27    63    76    84    80    78    72    23    63    79
    71    44    20    26    76    40     1    68    55    48    48    82    30    48    76    19    60     1    16    32    68    80    29    88    16    80    85    63    39    63    47    88    27    71    48     1    26    56    19    43    56    56    44    50    34    85    22    16    79    21    80    44    66     1    38    14    71    24     9    67    74    48    32    71    45    34    86    62    66    48    11    83    14    29    81    79    36    39    73    49    16    75    43    59    82    72     7    70    21     1
    74    54    71     9    18     8     6    42    38    14    70    53    62    13    42    50     8    29    87    66    35    45    66     1    80    81    48    82    55     8    61    46    24    51    71    29    32    27    21    74    44    74    25     1     5    34    45    68    70    25    26    65    56    78    89     8    53    34    54    55    37     1    14    47     9    78    15    26    83    64    77    46    63    50     9    17    65     6     1    56    59    86    39    15    68     9    19    78    44    23
    34    59    67    74    77    35    82    33    56    18    72    60    34    49     4    76    59    34     2    27    26    71    33    66     7    59    35    83    79    57    15    16    39    80    14    23    34    40    25    38    49    43     1     1    23    58    30    10    89    36    60    78    15    50    86    46    21    69    74    60    89    39    83    67     2    46     2     1    34     2     3    68    57    38    79    64    17    32    28    80    29    61    66    65    23    34    26    80    84    34
