    33    71    83    90    98    74    87    92    80    89    17    72    98    23    70    43    38    11    26    16    11    49    52    96    15    30    28    40    43    16    21    22    84    11    20    62    47    56    18    96    10    31    79    19    22    49    96     1    80    63
    64    27    35    55    42    96     9    71    57    40    70    20    23     6    18    35    13    72    74    60    78     6    21    61    11    57     2    22    96    92    70    21    74    80    60    47     7    63    56    51    70    73    59    77    84    66     2    21    51    15
    65    40    88     1    86    73    37    78    48    27    26    29    78    86    54    65    44     1    86    53     5    82    87    80    13    81     5    23    46    93    16    10    84    72    25    53    12    83     3    46    72    85    83    40    60     1    45    96    37    81
    17     6    36    19    75    80     7    39     5    55    32    64    52    63    39    77    89     8    54    49    16    12    97    21    33    54    14    53    11    14     1    11    78    44    60    94    50    80    33     2    26    64     1    71    12    40    30    63    26    12
    67    94    87    31    14    33    52    46    48    42    40     2    10     4     8    73    37    21    61    81    92    90    57    27    50     6    21    45    16    41    16    82    56    85    19    76    73    28     4     2     2    41    86    32    43    27     7    81    48    69
    16    86     9    17    28    20    39     8    99    89    80    42    88    91    49    94    97     7    59     6    43    38     6    75    11    70    29     1    25    60    68    37    88    41    69    71    94    89    57     1     4    71    78     1    13    94    24    63    95    75
    42    79    75    49    33    23    77    29    96    85    20    45    89     1    10    75    54    61    27    54    92    54    89    92    92    33    99    53    40    85    58    21    95    66    53     1    18    18    80    36     9    76    36    89    49    33    43    97    30    18
     2    83    42    60    83    78    17    10    35    20     2     8    68     7    40    47    97    42    49    16    98    77    24    59    74    69    84    15    78    47    66    56     1     9    29    32    63    97    22    73     1    39     1    50    26    73    68     1    55    88
    20    38    70    66    38    75    92    82    35    86     6    38    29    91    66    36    55    62    22    20    11    80    33    67    46    38    29    55     1     5    59    85    49    66    29    38    28     2    65    30    95    29     1    79    44    36    56    74    47     8
    84    29    94    53    36    72    80    49    91    36    75    66    91    93    79    58    91     7    91    92    88    73    34    88    85    77    70    91    65    86    90    91    52    38    80    93    53    22    81    22    67    76     1    54    84    12    68    65    28    27
