     8     8    25    22    49    34     8    35    37     9
     8    47    25    21     8    49    38    11    22    38
     8    47    36    47    35    50    22    24     8    10
    25    12    22    23    48    12    38    12    50    21
    47     8    36     9    50     8    10    21    36    34
    48    48    48     9    48    48    10    21    25     8
    24    49    50    36    47    35    48    49     9     8
    24    34    49     8     8    22    10    10     8    49
    50     9    24    21    10    50    37    10     8    49
    35    23     8    38    10    47    11    36    23    37
    25     9    48    24     8    21    48     8    24    23
    35    50     8    49    50    23     8    22    35    25
    36    47    21    36    24    47    11    11    48    49
     8    36    38    25    12    34     8    11    10     8
    24    37    10    25    24     8    49    24     9    37
    47     8    37    12    35    37     9    38    47    24
    47    50    48    50    21    49    23    38    11    36
    48    35    24    11    34    23    38    21    11    10
    22    50    22    25    11     9     8    47    24    48
    21    12     8    48    50    35    12    11    47    37
    35     9     8    12    48     8    34    48    23     8
    35    49    36    35     8    38    34    37    50     8
     8    25    48    48    25    37    48     8    21    21
    50    38    11     8    34    49    24    24    34    34
    38    22    50    34     8    36    38     8    25    50
    47     9    22     8    10    47     9    50    12    36
    34    49    35    35     9    36    12    47     8    24
    23    50    25    50    11    11    10    23    24    12
    12     8    48     8    10    21    49    48    34    23
    23     9    49     8    36    23     9    10    37    47
     9    37     8    34    11    35    36    35    22    49
    23    47     8    25     8     8    10    23    25    11
    50     9    12    23    37    36    11    36    11     8
     8    47    35    22    24    34    50    12    34    35
    25     8    49    47    24     9     8    35    47    25
    25    36     8    48    38    24    47    38    37     8
    25    34     8    10    25    24    38    50     8    48
    21    34    48    24    12    49     9    48    47     9
    22    12     8    11    50    23     8    34    48    36
    24     8    35     9    21     9    23    22    34     8
    22    37     9    23    37     9    10    47    34     9
    12    22    12     9    12    37    47    50    24     8
    25     9    38    21    34    50    23    23    35     9
     8    22    12    22     9    37    49    48    35     8
    50    38    37    10     8    38    49    10     8    35
    22    24     8     8    23     8     8    10     9     9
    11     8    21    50    49    36    12    49    49    47
     8     9     8    38    22    50    22    47    24    48
    38    24    48    34    34    12    21    37    34    47
    24     9    38    37     9    34    21    11    11    37
    35    25    23    38    35    22     9     8    38    11
    37    25    49    47    47    25    12    22    10    24
    35     8    11    11     9    50     9    50    49    23
    12    21    23     8    24    11    37     8     8     8
    50    50    38    50    22    24    35    49    48    12
     8    10    22    21    34    21    47    36    21     8
    25    36    35    50    10    47    37     8    22    11
    11    36    22     8    50    25     9    38    10    36
    21    50     8    24    23     9    24    48     8     8
    25    50    23    37    11    21    38    35    12    49
    50     8    48    50     9    47     9    38     9    22
    11    50     8    22    37    25     8    49     8    10
     8     8    47    37    49    23    36     9     8    35
     8    35    23    49    37    34     8    25    47     8
    23    37    49    21    25    21    10     8    12    10
    24    25    35    23    24    25    50    25    35    34
    34    36    49    23    35     8    36    25    50    36
    47     8    22    11     8    10    34    11    35    48
     9     9    48    11    47    35    38    21    49    21
     8     9    22    23    21    34    10     9     8    22
    34    37    25    25    49    35    49    38    24    36
    24    22     8    38    50     8    49    22    35    24
    21    36    21    48    11    38     8    11    34    22
    49    22    10    24     9    24    35    34    12    38
    48    48    11    38     8    12    24    49    23    23
    21    11    49     8    37     8    38     8    36    25
     8    35    12    23    22    10    25    10    24    37
    25    49    47    24    10     8    24    12    49    47
    24    23    47    25    23    22     8    50    47    22
     9    23    22    34     8    38    38    24    25     8
     8    12    21     9    22    25    37    50    22    38
    38    22    47    21    47    50     8    38    24    36
    25    50     8     9    21    34    50    50    23     8
    11     8    24     8    49     9    10    12    47    34
     9    35    24    10    34    48    50    35    37     8
    12     8    24    23     8    38    37    37    38    49
    25    25    12    34    36     8    49     8    36    22
    38     8    50    12    25    50    37    34     8     9
    23    25    35    36    22    11     8    22    50    35
    22     9    25    36    21     8    21    22    49    37
