     5     6    23    19    47    31     5    32    35     7
     5    44    23    18     5    47    36     9    19    44
     5    45    34    44    32    48    20    22     5     7
    23    18    19    20    46    10    44    10    48    19
    44     5    33     6    48     5     8    18    33    31
    46    46    46     6    46    45     8    18    23     5
    22    47    47    34    44    33    45    46     6     6
    21    31    47     5     5    20     8     8     5    47
    48     7    22    18     8    48    35     7     5    47
    33    21     5    36     8    44     8    33    21    34
    23     6    45    22     5    18    45     5    22    21
    32    48     5    47    47    20     5    20    33    23
    34    44    19    33    22    44     9     8    46    46
     5    34    36    23    10    32     5     9     8     6
    22    35     8    31    22     5    47    21     6    35
    44     5    35    10    33    35     7    44    44    22
    45    48    45    48    19    47    21    36     9    34
    46    32    22     9    31    21    36    18     9     7
    19    48    20    23     9     6     5    45    22    46
    18    10     5    46    48    32    10     9    44    35
    32     7     5    10    46     5    31    45    21     5
    33    47    34    33     5    36    31    35    48     5
     6    23    45    45    23    35    45     5    18    19
    48    36     9     5    32    47    22    22    32    32
    36    19    48    31     6    33    36     5    23    47
    44     6    19     5     8    44     6    48    10    34
    32    47    33    33     7    34    10    44     5    22
    20    48    23    47     9     9     7    21    22    10
    10     5    45     5     8    19    46    46    31    21
    21     6    46     5    33    21     6     8    35    44
     6    35     5    32     8    33    34    33    19    47
    21    45     5    23     5     5     7    21    23     9
    47     6    10    21    35    34     8    34     9     5
     5    45    33    20    22    31    48    10    31    33
    31     5    46    44    22     7     5    32    44    23
    31    33     5    46    36    22    44    44    34     5
    23    32     5     7    31    22    36    48     5    46
    19    31    46    21    10    47     7    45    44     7
    20    10     5     8    48    20     6    31    45    34
    22     5    32     6    19     7    21    20    31     5
    20    35     7    20    35     6     8    45    31     7
    10    19    10     7    10    35    45    48    22     5
    23     6    44    18    32    48    20    20    33     7
     6    20    10    19     6    35    47    45    33     5
    48    36    35     8     5    36    47     8     5    32
    20    21     6     5    21     6     5     8     6     7
     9     5    18    48    47    34    10    47    46    44
     5     7     5    36    20    48    19    44    22    45
    44    22    45    31    31    10    18    35    31    44
    22     7    44    35     7    31    19     9     9    35
    33    23    21    36    32    20     7     5    36     8
    35    23    47    44    44    23    18    20     8    22
    33     5     9     9     6    48     6    48    47    20
    10    19    20     5    22     9    35     5     5     5
    48    48    36    48    20    21    32    47    45    10
     5     8    20    19    31    18    44    34    18     5
    23    34    33    48     8    45    35     5    19     9
     9    34    20     5    48    23     6    36     8    34
    19    48     5    22    20     7    22    46     5     5
    23    48    21    35     8    18    36    32    10    46
    47     5    45    48     6    44     6    44     7    20
     9    48     5    19    35    23     5    47     5     8
     5     5    45    35    47    21    34     7     5    32
     5    32    20    47    35    32     6    23    45     5
    21    35    47    19    31    19     7     5    10     8
    22    23    33    21    22    31    48    23    32    31
    31    33    46    20    33     5    33    31    48    33
    44     5    19     9     5     8    31     9    33    45
     7     6    45     9    45    33    36    18    46    18
     5     7    20    21    18    32     8     6     5    20
    31    35    23    23    46    32    47    36    21    34
    22    19     5    36    48     5    47    20    32    22
    18    33    18    46     8    36     5     9    31    19
    47    20     7    22     6    22    33    32    10    36
    46    46     9    36     5    10    22    47    20    21
    18     9    46     5    35     5    36     5    33    23
     5    32    10    20    19     8    31     8    22    35
    31    47    44    22     8     5    22    10    46    45
    22    21    44    23    20    19     5    48    45    20
     7    20    20    31     5    44    36    22    23     5
     5    18    18     6    19    23    35    48    19    36
    36    20    45    18    44    48     6    36    21    33
    23    47     5     7    18    31    48    48    20     5
     8     6    22     5    47     6     8    18    44    31
     7    33    22     7    32    45    48    32    35     5
    10     5    22    21     5    44    35    35    36    47
    23    23    10    32    34     5    47     5    33    20
    44     6    48    10    23    48    35    31     5     7
    20    23    33    33    20     9     5    19    48    33
    19     6    23    33    18     5    19    20    47    35
    32     6    21     9    20    35    47    21    34    47
    10    45     7    22    31    18    48    33    45    22
    46    45    10    44     5    36     7     5     7    44
    48    33    48    23     5    45    48    34    35    36
    44    47    48     8    31    20    32    36    20     7
     6     7    36    10    22    20    34     6    19     5
    36    36    44     9    44    44    20    32     5    32
    46    20    23     6    45     6     6    33    47    36
     5    18    47    35     9     5    20    21     5    10
    32     5    44    22     9    20     5    20    31    48
    22    23     5    31    10     6    46    23    36    21
    36    44    32    33    23     8     5    47    45     5
     8     6    18    22    36     9    22    34    21    23
     9    35    36    44     8    31    19     6    47    31
    31    47    22    34     5     5    47    35    19    20
    20    45    46    31    36    47     8    19     8    18
    35     8    48    45    46    46     6    21    21     8
    45    48    44     6     6    34    21    48    35    45
     5    35    47     9    18     9     5     8    21     6
    46    20    10    34     6     5    18    47    44     6
     8     6    34    44    48    33    35    46    23    20
    22     5     5     9    33    18    45    47     8    22
    36     5    35    20     8     5     5    23     8    21
    20    22     6     5    10    20    46    32    23     5
    20    45    36    47    32    47    23    22    48     6
     9    31    44    47    18    47     7    48     5    48
    45    36     5    22    18    22     6    21     6    19
    31    47     5    33     5    10    22    45    22    10
     9    34     7     5    23    32    46    48     9    35
     7    20    32    35    23    19    45     8    18    23
    47    19    45    47    31     5    44    44     8     6
    22    47    10    19     6     6    18    44    23    21
    36    31    46    46    10     8    44    19     8    47
    23    35    47    36     9     5    19    18    23    44
    45    22    23    22    33     7    48    21    45    45
    18     5     8    32     5    45     5     5     7    18
     7     6    32    19     9     9    35     5    31    31
    46    18    19    33    48    22    33     6    33    31
    36     5    23    36    31     9    32    36    20    44
    36    21    46    34    19    31    20     5    34     6
    18    19    21    31    32     6     6     9    48    23
     5     6    35    18     5    10    48    35    36    48
    23    22     5     9    32    36    18     5    22    34
    36    35    34     5    35    34    45    32     8    32
    46     5     5    32    44    46    20    33    34    36
