     2     4    23    16    41    25     2    26    32     6     3    36    24    14     2    41    33    10    16    35
     2    37    29    36    27    43    18    22     2     7    23    13    16    18    39    13    35    13    43    15
    35     4    29     5    43     3     9    14    29    25    39    39    39     5    39    37     8    14    23     2
    22    41    41    30    36    28    37    40     5     4    20    25    41     4     4    17     9     8     3    41
    43     7    22    14     8    42    33     7     2    41    28    20     2    33     8    36     9    29    20    31
    23     6    37    21     2    14    38     2    22    20    27    42     3    41    41    18     2    17    28    23
    29    36    15    29    20    35    11     9    39    40     2    29    33    24    13    26     2    11     8     5
    20    32     8    24    21     2    41    20     5    31    36     2    32    13    28    31     6    35    36    21
    36    43    38    42    15    40    19    34    10    29    38    27    21    11    25    19    33    14    11     8
    16    42    18    22    10     5     3    36    21    39    15    11     2    38    42    27    12    11    36    31
    27     6     2    13    39     2    24    37    19     3    28    41    30    28     2    34    24    31    43     3
     5    23    37    37    23    32    38     2    15    15    43    33    11     2    26    40    21    22    26    26
    34    16    43    25     5    29    34     2    24    42    35     6    16     3     8    35     6    43    11    29
    26    41    28    28     7    30    13    35     4    21    18    43    23    41    11    11     8    20    21    12
    12     2    37     2     8    15    40    39    25    19    19     5    40     2    29    19     6     9    32    36
     6    33     2    26     9    27    30    27    16    41    19    37     2    22     3     3     8    19    23    10
    42     5    12    19    32    31     9    30    10     4     2    36    28    18    21    25    43    13    24    27
    24     2    40    36    21     6     2    27    36    23    24    29     2    39    34    22    36    35    31     2
    23    26     4     7    24    22    33    43     2    38    15    24    39    20    12    41     6    38    36     6
    17    12     3     9    43    18     4    25    38    29    21     2    27     6    15     7    19    17    25     3
    17    32     6    18    32     5     8    37    25     7    11    16    13     6    12    32    37    43    22     4
    23     5    35    14    26    42    18    18    28     6     4    17    13    16     5    31    41    38    28     2
    42    34    32     8     2    34    41     8     4    27    17    20     4     3    20     5     4     8     5     6
    10     2    15    43    41    30    12    40    39    36     2     7     2    33    18    42    16    35    20    38
    35    20    38    26    24    13    15    32    25    35    20     7    35    32     7    25    16    11    10    31
    28    23    20    33    27    17     7     2    34     9    33    24    40    36    36    22    13    18     8    22
    28     4    11    11     6    43     6    42    41    18    12    15    18     4    20    11    31     3     2     2
    42    42    33    42    17    20    26    41    38    12     2     8    17    15    26    13    36    30    14     3
    22    30    28    43     8    37    32     2    17    10    10    30    17     2    43    23     5    33     8    29
    15    43     2    21    18     6    21    38     2     2    23    42    19    32     9    14    34    27    13    39
    42     2    38    43     5    35     5    35     7    17    10    42     2    16    32    22     2    41     2     8
     2     2    36    32    40    19    29     7     2    27     2    27    18    41    31    26     5    22    37     2
    20    32    41    15    24    15     8     2    12     8    21    22    27    19    21    24    43    23    27    25
    25    29    40    18    28     4    29    24    42    29    36     2    16    11     2     8    25    11    28    37
     6     5    38    11    36    28    33    15    39    15     2     7    18    19    14    26     8     5     3    17
    25    32    22    23    39    27    40    34    20    30    20    16     2    34    42     4    41    17    27    20
    14    29    14    39     9    34     4    11    25    16    40    17     8    21     5    21    28    26    13    33
    39    38    10    34     3    13    20    41    18    19    15    10    39     2    33     2    33     2    29    23
     2    27    12    18    16     8    24     9    21    32    24    41    36    21     8     4    20    13    40    37
    22    19    36    23    18    16     2    43    37    17     7    18    17    25     3    35    33    20    23     2
     3    13    14     6    16    23    32    43    16    34    34    17    36    14    36    43     4    34    20    29
    23    41     2     6    14    26    43    43    18     2     9     5    22     3    40     6     8    13    36    25
     6    28    20     7    26    38    42    27    32     2    12     2    21    19     2    35    31    32    34    40
    23    23    13    26    29     3    41     2    28    17    35     4    42    13    24    42    32    24     2     6
    18    22    28    29    17    11     4    16    42    28    16     6    23    29    14     4    15    17    41    32
    27     6    19    11    17    31    41    19    31    41    13    37     7    21    25    14    43    28    37    21
    38    36    13    36     2    33     7     2     7    35    43    28    42    22     4    38    43    31    31    34
    36    40    42     9    24    17    26    34    18     7     4     7    35    12    21    17    30     4    15     4
    33    34    36    10    36    35    17    26     2    27    39    18    23     6    38     5     5    28    40    34
     2    14    40    31    10     2    18    19     4    12    27     2    35    20    10    17     2    17    24    42
    22    22     2    25    12     5    38    24    33    19    33    35    26    29    23     9     2    41    37     2
     8     5    14    21    33    10    21    31    18    23    10    32    34    36     8    25    16     5    41    25
    24    40    22    31     3     2    40    31    16    18    18    37    39    25    33    41     9    15     8    14
    32     9    43    37    40    39     4    19    20     9    37    42    36     5     4    31    20    42    32    38
     2    32    41    10    13    10     2     8    19     5    39    18    12    31     6     2    13    41    35     5
     8     5    30    36    43    28    33    38    23    18    20     2     2    10    28    14    37    41     8    22
    34     2    32    18     8     3     2    24     9    19    18    21     5     3    13    18    39    26    22     4
