    40    40
    45    43
    51    46
    40    46
    48    40
    40    49
    45    43
    40    51
    48    41
    43    49
    40    50
    47    49
    47    51
    44    45
    40    41
    45    42
    43    44
    50    42
    49    42
    51    43
    49    40
    47    40
    51    40
    41    43
    47    46
    50    50
    50    40
    50    50
    41    43
    45    40
    45    51
    51    47
    49    47
    50    50
    40    40
    44    46
    51    40
    40    44
    41    41
    40    51
    51    40
    45    42
    41    51
    48    40
    40    51
    47    44
    40    48
    41    49
    41    47
    44    48
