    40    40
    45    43
    51    46
    40    46
    48    40
    40    49
    45    43
    40    51
    48    41
    43    49
    40    50
    47    49
    47    51
    44    45
    40    41
    45    42
    43    44
    50    42
    49    42
    51    43
    49    40
    47    40
    51    40
    41    43
    47    46
    50    50
    50    40
    50    50
    41    43
    45    40
    45    51
    51    47
    49    47
    50    50
    40    40
    44    46
    51    40
    40    44
    41    41
    40    51
    51    40
    45    42
    41    51
    48    40
    40    51
    47    44
    40    48
    41    49
    41    47
    44    48
    45    40
    50    45
    40    43
    50    40
    45    44
    46    51
    40    51
    51    44
    40    44
    47    45
    47    49
    43    47
    44    49
    42    41
    50    50
    40    47
    48    45
    42    46
    40    42
    41    40
    44    48
    41    46
    45    40
    51    44
    40    48
    49    40
    48    42
    47    48
    40    49
    49    45
    49    51
    50    51
    43    50
    44    49
    41    47
    50    46
    45    42
    46    44
    48    43
    42    41
    43    51
    44    45
    41    40
    40    49
    45    50
    43    42
    40    50
    51    46
    42    42
    49    48
    47    40
    40    42
    50    40
    46    50
    44    40
    47    51
    47    47
    40    49
    46    48
    51    40
    40    45
    50    50
    45    48
    50    40
    43    43
    51    48
    42    40
    46    51
    45    45
    46    46
    49    43
    51    46
    40    47
    49    40
    45    51
    49    40
    43    40
    41    49
    40    51
    42    47
    46    51
    47    47
    40    47
    42    49
    40    45
    44    51
    45    51
    42    42
    41    44
    45    42
    42    40
    50    40
    41    43
    50    50
    46    44
    44    40
    50    40
    47    44
    40    41
    48    49
    40    48
    40    46
    41    47
    48    47
    43    51
    44    50
    40    45
    40    40
    41    44
    45    41
    51    40
    42    44
    48    48
    41    47
    41    40
    40    49
    47    44
    45    46
    51    42
    46    47
    46    40
    50    49
    45    40
    40    47
    49    45
    46    47
    40    50
    49    45
    49    49
    48    40
    45    46
    40    41
    46    45
    48    51
    40    50
    43    46
    50    44
    42    51
    40    50
    49    40
    43    42
    40    41
    51    44
    40    46
    50    47
    45    40
    47    40
    43    40
    44    44
    46    40
    43    48
    40    44
    48    40
    41    49
    46    40
    42    43
    42    40
    42    48
    49    51
    45    40
    45    40
    49    43
    46    51
    44    44
    47    40
    40    44
    42    43
    40    48
    51    50
    47    40
    51    49
    48    41
    40    49
    51    41
    40    46
    43    44
    40    40
    44    40
    40    41
    40    40
    42    40
    43    51
    51    47
    42    51
    50    49
    40    40
    40    48
    44    51
    43    49
    45    50
    49    45
    50    46
    46    42
    43    48
    46    49
    44    40
    49    48
    40    46
    43    42
    41    48
    47    45
    44    48
    47    43
    40    40
    49    41
    48    45
    51    49
    49    45
    42    44
    41    45
    47    40
    42    42
    40    51
    40    51
    51    44
    42    43
    44    40
    44    42
    48    40
    40    40
    51    51
    48    51
    43    44
    46    51
    50    42
    40    41
    44    43
    46    42
    49    47
    42    40
    45    47
    47    51
    41    50
    48    40
    43    41
    41    47
    43    40
    51    45
    40    48
    41    47
    43    51
    40    45
    44    40
    45    50
    40    40
    45    51
    44    48
    41    43
    49    46
    42    50
    51    40
    50    51
    40    49
    40    49
    40    43
    41    51
    40    43
    48    45
    40    51
    40    41
    40    40
    49    48
    51    44
    47    40
    40    46
    40    46
    44    51
    48    46
    40    45
    49    40
    44    48
    51    43
    46    43
    41    40
    42    41
    45    45
    47    44
    45    46
    51    45
    47    46
    46    47
    50    44
    47    40
    47    46
    51    47
    49    40
    43    42
    40    41
    46    42
    47    50
    40    40
    50    42
    49    47
    48    43
    50    43
    40    40
    44    44
    42    46
    41    40
    40    43
    46    48
    45    45
    50    47
    50    49
    44    47
    44    43
    40    49
    51    40
    51    43
    46    45
    42    47
    43    50
    41    49
    40    42
    46    43
    50    44
    41    45
    40    45
    47    46
    42    48
    50    50
    41    49
    40    42
    45    51
    44    44
    43    41
    50    40
    48    40
    48    40
    47    45
    40    47
    42    44
    43    41
    46    41
    45    48
    46    51
    49    45
    41    40
    45    42
    50    49
    45    44
    49    45
    44    43
    40    51
    49    44
    40    44
    44    46
    40    49
    48    44
    45    40
    40    42
    43    40
    43    45
    48    51
    43    48
    49    44
    49    43
    49    51
    40    49
    44    47
    45    51
    40    40
    43    46
    51    51
    44    40
    41    40
    45    40
    51    40
    41    42
    49    46
    40    47
    45    40
    46    50
    51    46
    48    40
    42    40
    45    44
    40    49
    48    48
    48    50
    45    45
    42    46
    47    40
    51    40
    47    44
    49    40
    51    42
    45    51
    48    46
    40    40
    44    45
    47    47
    43    42
    40    43
    51    47
    43    40
    45    47
    42    40
    43    44
    51    48
    47    40
    44    42
    44    48
    51    44
    48    51
    42    49
    41    45
    46    42
    51    47
    49    45
    50    49
    42    49
    40    48
    40    40
    40    49
    51    47
    51    45
    40    50
    51    48
    48    49
    49    51
    51    41
    46    43
    46    49
    44    40
    40    40
    49    42
    45    44
    47    40
    43    40
    48    49
    49    41
    49    49
    44    46
    40    47
    50    44
    45    40
    50    40
    40    47
    50    49
    40    42
    50    48
    41    40
    44    44
    40    42
    47    40
    49    44
    41    44
    40    43
    46    51
    45    45
    40    46
    42    40
    50    46
    48    44
    48    49
    46    47
    45    41
    40    51
    50    40
    41    40
    43    45
    48    41
    45    48
    44    45
    41    48
    49    49
    41    46
    43    40
    51    46
    46    50
    45    48
    40    40
    51    48
    43    44
    44    50
    50    46
    48    51
    41    43
    41    42
    48    41
    51    50
    50    50
    40    44
    44    41
    50    51
    49    40
    40    48
    44    51
    48    50
    40    48
    51    41
    42    41
    40    41
    44    40
    50    44
    42    48
    40    40
    42    51
    49    40
    41    40
    47    49
    51    47
    48    50
    45    44
    45    40
    40    41
    47    43
    50    51
    41    45
    49    40
    48    44
    41    40
    40    46
    41    44
    44    45
    40    40
    42    44
    50    46
    45    40
    44    50
    48    51
    46    51
    45    45
    51    40
    42    46
    49    50
    42    51
    40    51
    40    51
    50    49
    40    45
    42    45
    40    44
    40    43
    46    50
    40    47
    40    42
    45    50
    45    42
    42    47
    40    40
    46    47
    50    51
    41    48
    40    43
    47    48
    45    43
    50    41
    42    45
    51    43
    49    50
    46    40
    49    49
    41    40
    45    51
    42    43
    40    40
    43    49
    45    44
    48    46
    50    50
    42    41
    49    43
    41    51
    45    48
    51    48
    41    40
    43    43
    45    49
    50    45
    45    45
    47    40
    51    44
    49    50
    43    40
    41    46
    40    50
    40    40
    41    42
    40    40
    46    43
    42    42
    48    40
    46    46
    50    43
    43    47
    51    45
    47    40
    47    46
    48    40
    45    48
    46    41
    46    48
    43    49
    48    44
    50    47
    43    46
    44    40
    47    40
    43    43
    44    46
    47    40
    40    41
    51    45
    40    40
    48    43
    40    42
    51    48
    49    51
    45    45
    40    42
    46    49
    42    40
    45    48
    48    48
    47    40
    48    47
    49    46
    41    46
    50    40
    40    47
    49    50
    44    47
    47    49
    42    45
    45    40
    44    40
    44    40
    47    47
    42    41
    46    46
    40    40
    49    50
    42    49
    45    51
    48    43
    48    50
    40    50
    40    46
    40    47
    51    42
    50    49
    47    48
    50    47
    40    42
    51    45
    40    50
    47    40
    48    44
    45    40
    44    42
    51    46
    44    46
    43    40
    48    49
    42    43
    46    40
    51    44
    50    45
    47    40
    47    41
    47    45
    44    49
    48    40
    51    40
    42    44
    47    40
    49    42
    46    46
    44    40
    40    40
    40    51
    41    44
    51    46
    40    47
    41    40
    40    47
    45    45
    51    50
    43    50
    49    40
    45    42
    42    40
    43    51
    45    43
    49    42
    40    40
    48    50
    42    43
    49    41
