     2     3    17     9    31    18     2    19    26     4     2    28    17     8     2    31    27     6     9    28
     2    29    21    28    19    32    14    16     2     4    17     8     9    14    30     7    28     7    32     9
    28     2    20     3    32     2     5     8    20    18    30    30    30     3    30    29     5     8    17     2
    16    31    31    21    28    20    29    30     3     3    15    18    31     2     2    14     5     5     2    31
    32     4    16     8     5    32    26     4     2    31    20    15     2    27     5    28     5    20    15    21
    17     3    29    16     2     8    29     2    16    15    19    32     2    31    31    14     2    14    20    17
    21    28     9    20    16    28     6     5    30    30     2    21    27    17     7    19     2     6     5     3
    16    26     5    18    16     2    31    15     3    26    28     2    26     7    20    26     4    28    28    16
    29    32    29    32     9    31    15    27     6    21    30    19    16     6    18    15    27     8     6     4
     9    32    14    17     6     3     2    29    16    30     8     7     2    30    32    19     7     6    28    26
    19     4     2     7    30     2    18    29    15     2    20    31    21    20     2    27    18    26    32     2
     3    17    29    29    17    26    29     2     8     9    32    27     6     2    19    31    16    16    19    19
    27     9    32    18     3    20    27     2    17    31    28     3     9     2     5    28     3    32     7    21
    19    31    20    20     4    21     7    28     2    16    14    32    17    31     6     6     4    15    16     7
     7     2    29     2     5     9    30    30    18    15    15     3    30     2    20    15     3     5    26    28
     3    26     2    19     5    20    21    20     9    31    15    29     2    17     2     2     4    15    17     6
    31     3     7    15    26    21     5    21     6     2     2    29    20    14    16    18    32     7    18    20
    18     2    30    28    16     4     2    19    28    17    18    20     2    30    27    16    28    28    21     2
    17    19     2     4    18    16    27    32     2    30     9    18    30    15     7    31     4    29    28     4
    14     7     2     5    32    14     3    18    29    21    16     2    19     3     9     4    15    14    18     2
    14    26     4    14    26     3     5    29    18     4     7     9     7     4     7    26    29    32    16     2
    17     3    28     8    19    32    14    14    20     4     3    14     7     9     3    26    31    29    20     2
    32    27    26     5     2    27    31     5     2    19    14    15     3     2    15     3     2     5     3     4
     6     2     8    32    31    21     7    31    30    28     2     4     2    27    14    32     9    28    16    29
    28    16    29    18    18     7     8    26    18    28    16     4    28    26     4    18     9     6     6    26
    20    17    15    27    19    14     4     2    27     5    26    17    31    28    28    17     8    14     5    16
    20     2     6     6     3    32     3    32    31    14     7     9    14     2    16     6    26     2     2     2
    32    32    27    32    14    15    19    31    29     7     2     5    14     9    18     8    28    21     8     2
    17    21    20    32     5    29    26     2     9     6     6    21    14     2    32    17     3    27     5    21
     9    32     2    16    14     4    16    30     2     2    17    32    15    26     5     8    27    19     7    30
    31     2    29    32     3    28     3    28     4    14     6    32     2     9    26    17     2    31     2     5
     2     2    29    26    31    15    21     4     2    19     2    19    14    31    26    19     3    17    29     2
    15    26    31     9    18     9     4     2     7     5    16    17    20    15    16    18    32    17    19    18
    18    20    30    14    20     2    20    18    32    20    28     2     9     6     2     5    18     6    20    29
     4     3    29     6    29    20    27     8    30     8     2     4    14    15     8    19     5     3     2    14
    18    26    17    17    30    19    31    27    15    21    16     9     2    27    32     2    31    14    19    16
     8    20     8    30     5    27     2     6    18     9    31    14     4    16     3    16    20    19     7    27
    30    30     6    27     2     7    16    31    14    15     8     6    30     2    26     2    27     2    20    17
     2    19     7    14     9     5    18     5    16    26    18    31    28    16     5     2    16     7    30    29
    16    15    28    17    14     9     2    32    29    14     4    14    14    18     2    28    27    16    17     2
     2     8     8     3     9    17    26    32     9    27    27    14    29     8    28    32     3    27    15    20
    17    31     2     4     8    18    32    32    14     2     5     3    16     2    31     3     5     8    28    18
     4    20    16     4    19    29    32    19    26     2     7     2    16    15     2    28    26    26    27    31
    17    17     7    19    21     2    31     2    20    14    28     3    32     7    17    32    26    18     2     4
    14    17    20    20    14     6     2     9    32    20     9     3    17    20     8     2     9    14    31    26
    19     3    15     6    14    26    31    15    21    31     7    29     4    16    18     8    32    20    29    16
    30    29     7    28     2    27     4     2     4    28    32    20    32    17     2    29    32    21    26    27
    28    31    32     5    18    14    19    27    14     4     3     4    27     7    16    14    21     3     9     2
    27    27    28     6    28    28    14    19     2    19    30    14    17     3    29     3     3    20    31    27
     2     8    31    26     6     2    14    15     2     7    19     2    28    16     6    14     2    14    18    32
    16    17     2    18     7     3    30    17    27    15    27    28    19    20    17     5     2    31    29     2
     5     3     8    16    27     6    16    21    15    17     6    26    27    28     5    18     9     3    31    18
    18    31    16    21     2     2    31    26     9    14    14    29    30    18    27    31     5     9     5     8
    26     5    32    29    30    30     3    15    15     5    29    32    28     3     3    21    15    32    26    29
     2    26    31     6     8     6     2     5    15     3    30    14     7    21     3     2     8    31    28     3
     5     3    21    28    32    20    26    30    17    14    16     2     2     6    20     8    29    31     5    16
    27     2    26    14     5     2     2    17     5    15    14    16     3     2     7    14    30    19    17     2
    14    29    27    31    19    31    17    16    32     3     6    18    28    31     8    31     4    32     2    32
    29    27     2    16     8    16     3    15     3     9    18    31     2    20     2     7    16    29    16     7
     6    21     4     2    17    19    30    32     6    26     4    14    19    26    17     9    29     5     8    17
    31     9    29    31    18     2    28    28     5     3    16    31     7     9     3     3     8    28    17    15
    27    18    30    30     7     5    28     9     5    31    17    26    31    27     6     2     9     8    17    28
