     2     5    24    17    44    27     2    28    34     6
     3    39    25    15     2    44    35    11    17    37
     3    40    31    39    29    46    19    23     2     8
    24    14    17    19    41    13    37    13    46    16
    38     4    31     6    46     3     9    15    31    26
    42    42    41     6    42    40     9    15    25     3
    23    44    44    32    39    30    40    42     6     4
    21    27    43     4     4    19    10     9     3    44
    46     7    23    15     9    45    35     8     3    44
    30    21     2    36     9    38    10    31    21    33
    24     6    40    23     2    15    40     2    23    21
    29    45     3    44    44    19     2    18    30    24
    31    38    16    31    22    37    12    10    42    42
     2    31    36    25    14    27     2    11     8     5
    22    34     8    25    23     2    44    21     5    33
    39     2    35    14    30    33     6    37    38    22
    39    46    40    45    16    43    20    37    10    31
    41    29    22    12    26    20    35    15    12     8
    17    45    19    24    10     5     3    39    22    42
    16    12     2    41    45    29    13    12    38    33
    29     7     2    14    41     2    26    40    21     3
    30    43    32    30     2    36    26    33    46     3
     5    24    40    40    25    34    41     2    16    16
    46    35    12     2    28    43    22    23    27    28
    36    17    46    27     5    31    37     2    25    45
    37     6    17     3     8    38     6    46    12    31
    28    44    30    30     7    32    13    38     4    22
    19    46    24    44    12    11     8    21    23    12
    13     2    40     2     9    16    43    42    26    21
    21     6    42     2    31    20     6    10    34    38
     6    35     2    28    10    29    32    29    17    44
    20    40     2    24     3     3     8    20    25    11
    44     5    13    20    34    33    10    32    10     4
     2    39    30    19    23    26    46    13    26    29
    26     2    42    39    22     6     2    29    38    24
    26    31     2    42    37    23    39    37    33     2
    25    28     4     8    25    23    35    46     2    41
    16    26    42    22    13    44     7    40    39     7
    18    13     3    10    46    20     4    27    40    31
    23     2    29     6    16     7    20    18    27     3
    18    35     7    19    34     6     9    39    27     7
    12    17    14     7    13    34    39    46    23     4
    25     5    37    15    28    45    19    19    30     6
     5    18    14    17     5    33    44    41    30     2
    45    37    34     8     2    36    43     9     4    29
    18    21     5     3    21     5     4     9     5     7
    11     2    16    46    44    32    13    43    42    39
     2     7     2    35    19    45    17    38    22    41
    37    22    40    27    26    14    16    35    27    38
    22     7    37    34     7    27    17    11    11    33
    29    24    21    35    29    18     7     2    36    10
    35    25    43    38    38    24    14    19     9    23
    30     4    12    12     6    46     6    45    44    20
    13    16    19     4    22    12    33     3     2     2
    45    45    35    45    18    21    28    44    41    13
     2     8    18    16    27    14    38    32    15     3
    24    32    30    46     9    39    34     2    18    10
    11    32    18     2    45    25     5    36     9    31
    16    46     2    22    19     7    22    41     2     2
    25    45    20    34    10    15    37    29    14    42
    44     2    40    46     6    37     6    37     7    18
    11    45     2    17    34    24     2    44     2     8
     2     2    39    34    43    20    31     7     2    29
     2    29    19    43    33    28     5    24    39     2
    21    34    44    16    26    16     8     2    13     9
    23    24    29    20    22    26    46    24    29    27
    27    31    43    20    30     4    31    26    45    31
    38     2    18    12     2     9    27    12    30    40
     6     5    41    11    39    30    35    16    42    16
     2     7    19    21    15    28     9     6     3    18
    27    34    24    25    42    29    43    37    21    32
    22    18     2    37    45     4    43    18    28    22
    15    31    15    42    10    37     4    12    27    17
    43    18     8    23     6    22    30    28    13    36
    42    41    10    36     4    14    22    44    19    21
    16    11    42     2    35     2    36     2    31    25
     2    29    13    19    17     9    26     9    23    34
    25    44    38    23     9     4    22    13    42    39
    23    20    38    24    20    18     2    46    39    19
     7    20    18    27     3    37    36    22    25     2
     3    14    15     6    17    24    34    46    17    36
    36    18    39    15    39    46     4    37    22    31
