    77    42    56    17
    90    42    98    16
    25    17    98    17
    40    17    87     4
     5    42     2     3
    81     3    20     3
     9     3    41     4
    18    16    89     3
    80     4    93     4
    86    42    37     3
     1    16    44     3
    51    16    98    17
    57    30    29    42
    28    17    28     3
    82    17    15    16
     7     3    43    29
    18    42     7     4
    63     4    11     3
    76    30    95    17
     9    17    86    30
    21    16    32    42
    23     4    10     4
    10    29    20    29
    16    30    81    30
    59    42    41    17
    70     4    28     4
    69     3    57     3
     8     4    92    42
    54     4    40     4
    69    17    10    17
    65    42    47    30
    71    42     1     4
    66     3    27    42
     1    17    90    42
    55    16     1     4
    63    29     3    17
    17    30    12    42
    46    16    44    29
    49    30    74    30
    40     3    99    29
    42     3     8    30
    47     4     1    16
    54    17     2    16
    94     4    93     3
    71     3    66    30
    91     3    48    17
    98    30    59     3
    30     4    75    29
     1     3    56     3
    17     3    79    17
    38    42    69    42
    81     3    85     3
    83    17     1    17
    76    30    44    42
    83    17    63     4
    13    30    59    17
     9     3    36    42
    33    42    11    29
    51     4    17     4
    41    29    60    30
    83     4    80    29
    16    16    67     3
    90     3    85    29
    81    42    53     3
    53     3     5    29
    98    29    77    17
     2    17    90    16
    78    16    20     4
    82    42    17    42
    50     4     4     3
    53    29    26    16
    52     3    62     3
    49     3    94     3
    27     3    19    16
    86     3    14     4
    95    17    81    42
     6     3     2    16
     8    17    63    16
    85    17    99    29
    79     4    84     3
    64     4    46     3
    32    16    91     3
    43    17    61    16
    51    16    73    30
    50     4    54    29
    24     3     9     3
    53     3    16    29
    62     3    72     3
    42    16    49     4
    18    30    84     4
    39    29    47    42
    22    16     8     3
    37    42    87     3
    62     3    91    29
    33    42    59    29
    58    16    38     4
    64    16    73    17
    77     4    86    42
    43    29    16    17
    40    17    78    16
     4    16    52    30
    65     3    35     3
    99    16    20    29
     1    30    45    17
    90    42    35     4
     1     4    89    16
    10     3    44    42
    36    17    35    30
    69    16    91     3
    10     3    61    30
    68    16    98    30
    41     3    29    29
    42    42    24    16
    75     4    40     3
    80    30    90     3
    18     3     4    29
    97    17    87    30
    63     4    40    42
    12     3     6     4
     3     3    86    29
    94    29    97    30
    96     4    67    29
    25    17    71    29
    89     3     4     3
    39    17    41     3
     4    16    48     3
    53    16    57     3
    61     4     4    17
    84    42    34    29
    45    16    81    17
    12    29    28     4
    42    29     1     4
    87    42    77    30
    49     4    31     3
    86     4    43    30
    28    30    86     3
    97    30    27    16
    75     3    69     4
    15    16    21     3
    92     4    95     4
    50     3    40    16
    49    17    97    17
    33    29    51    17
    71     4    97     3
    49     3    46    30
    96    16    47     3
    70     4    40    29
     8     3    69    17
    11    16     3     3
    48     3    12    29
    68     4    84    30
    47    42    87    17
    15    29    84    29
    60    30    63    17
    98    29    56    29
    96    29    72    42
    35    30    96     3
    74    30    23    29
    85    29    10    16
    87    17    82    29
    74     3    79     3
    87    29     6    17
    10     3    89     4
    49    29    95    29
    55    29    33    29
     1     3     6     3
    80     3    80    29
    47    16    88    30
    96    29    68     3
    98     3    63     3
    88    16    64    42
    67     4    58    29
    31    29    15    42
     2    17    67    17
    84    29    35     3
    27    30    56     3
    65     3    31     3
    20    17    66    17
     1    16    24    42
    79     4    25    30
     6     3    76    16
    75     3    47    29
    21    17    93    30
    70    42     7     4
    79     3     1    30
    91    17    87    17
    46     3    33     3
    47    30    80     3
    18    30    36     3
    68    29    64     4
    93    30    13    16
    30    17    69    16
     1     3    65    16
    53    16    96    30
    46     3    31     3
    86    30    85     3
    25     4    83    16
    54     3     5     3
     3    42    67    17
     7    42    22     3
    90    16    14    42
    88    16    11    42
    33    30    23     3
     5     3    79    16
    26     3    91    17
    87     3    28    16
    83    42    17    17
    13     4    31    16
    91     3    91     3
     7    30    52     4
    26    42     3     3
    27    30    92    16
    61     4    11     3
    66    17    53    29
    18     4    35     3
    71    29    55     3
    21    42    68    17
    87     3    16    42
    76     4    69     3
    83    30    42    17
    76    29    35     4
    86    17    44     3
    52    42    56    42
    35     3    37     3
    37    17    70    16
     1     3    51    42
    34     3    35    42
    31    29     6    42
    39    17    89    16
     5     3    12    30
    84    17    39    30
    26    29    34     3
    98     4    74     4
    36    42    55    29
    60    30    11    29
    64    42    62     3
    52    30    48    17
    11     3    66     3
    55     3    53     3
     7    42    34     3
    21     3    51    16
     2    30    24    30
    42    17    76    29
     8     3    21    30
    88    30    72    29
    38     3    85     3
    83    42    82    42
    46    29    35     3
    77    30    96     3
    78     3    24     4
