   772    74   568    74
   909    74   982    74
   253    74   983    74
   409    74   876    74
    53    74    22    74
   819    74   202    74
    92    74   410    74
   184    74   899    74
   805    74   935    74
   862    74   375    74
     4    74   443    74
   518    74   981    74
   576    74   290    74
   284    74   280    74
   821    74   150    74
    71    74   432    74
   180    74    72    74
   630    74   115    74
   765    74   952    74
    92    74   865    74
   217    74   324    74
   239    74   101    74
   106    74   200    74
   162    74   813    74
   591    74   410    74
   706    74   280    74
   691    74   570    74
    82    74   920    74
   540    74   401    74
   692    74   107    74
   658    74   475    74
   717    74     1    74
   663    74   276    74
     3    74   907    74
   557    74     7    74
   638    74    33    74
   172    74   120    74
   469    74   449    74
   495    74   747    74
   407    74   995    74
   424    74    80    74
   475    74     5    74
   540    74    27    74
   948    74   932    74
   713    74   664    74
   919    74   480    74
   986    74   596    74
   305    74   758    74
     4    74   563    74
   178    74   798    74
   380    74   695    74
   811    74   850    74
   831    74    16    74
   761    74   445    74
   833    74   634    74
   134    74   590    74
    94    74   368    74
   337    74   114    74
   514    74   172    74
   412    74   609    74
   839    74   807    74
   162    74   677    74
   903    74   850    74
   810    74   534    74
   538    74    53    74
   989    74   770    74
    25    74   909    74
   783    74   207    74
   823    74   170    74
   506    74    46    74
   535    74   266    74
   524    74   622    74
   493    74   940    74
   275    74   195    74
   863    74   148    74
   953    74   812    74
    60    74    26    74
    84    74   636    74
   853    74   995    74
   798    74   849    74
   642    74   467    74
   325    74   914    74
   432    74   614    74
   516    74   737    74
   501    74   544    74
   248    74    91    74
   538    74   160    74
   623    74   725    74
   422    74   490    74
   185    74   840    74
   396    74   472    74
   223    74    86    74
   372    74   873    74
   622    74   919    74
   332    74   593    74
   588    74   387    74
   641    74   731    74
   770    74   862    74
   433    74   162    74
   405    74   789    74
    42    74   525    74
   655    74   359    74
   994    74   208    74
     3    74   456    74
   907    74   356    74
     7    74   893    74
   102    74   449    74
   369    74   356    74
   698    74   914    74
   107    74   610    74
   681    74   987    74
   413    74   299    74
   429    74   244    74
   756    74   405    74
   809    74   905    74
   186    74    49    74
   974    74   872    74
   638    74   400    74
   126    74    63    74
    30    74   865    74
   949    74   973    74
   962    74   673    74
   254    74   711    74
   899    74    49    74
   395    74   417    74
    42    74   482    74
   539    74   579    74
   611    74    47    74
   844    74   342    74
   453    74   810    74
   122    74   285    74
   426    74     1    74
   879    74   774    74
   851    74   813    74
   497    74   318    74
   865    74   432    74
   286    74   869    74
   970    74   276    74
   758    74   696    74
   153    74   213    74
   928    74   959    74
   508    74   403    74
   497    74   974    74
   337    74   519    74
   719    74   970    74
   491    74   468    74
   965    74   470    74
   709    74   405    74
    85    74   699    74
   110    74    33    74
   487    74   124    74
   681    74   843    74
   475    74   870    74
   152    74   847    74
   606    74   633    74
   982    74   561    74
   961    74   727    74
   355    74   969    74
   748    74   232    74
   857    74   100    74
   879    74   827    74
   745    74   799    74
   872    74    65    74
   105    74   896    74
   491    74   954    74
   555    74   336    74
    15    74    66    74
   800    74   803    74
   475    74   882    74
   963    74   685    74
   985    74   632    74
   884    74   649    74
   674    74   580    74
   317    74   151    74
    29    74   671    74
   841    74   358    74
   279    74   560    74
   657    74   310    74
   200    74   661    74
     4    74   249    74
   793    74   252    74
    65    74   765    74
   755    74   477    74
   215    74   937    74
   700    74    73    74
   534    74   266    74
   797    74     2    74
   919    74   870    74
   466    74   336    74
   479    74   800    74
   183    74   366    74
   213    74   930    74
   687    74   647    74
   939    74   137    74
   308    74   698    74
     4    74   656    74
   539    74   963    74
   463    74   312    74
   865    74   852    74
   255    74   837    74
   549    74    57    74
    38    74   676    74
    76    74   225    74
   900    74   143    74
   884    74   114    74
   330    74   237    74
    55    74   793    74
   261    74   911    74
   875    74   281    74
   833    74   179    74
   131    74   313    74
   912    74   911    74
    77    74   526    74
   265    74    35    74
   274    74   922    74
   612    74   119    74
   669    74   535    74
   181    74   357    74
   718    74   556    74
   210    74   682    74
   877    74   160    74
   763    74   690    74
   835    74   420    74
   762    74   358    74
   868    74   448    74
   525    74   560    74
   357    74   370    74
   375    74   703    74
    16    74   511    74
   346    74   352    74
   313    74    61    74
   392    74   899    74
    58    74   128    74
   841    74   393    74
   266    74   340    74
   918    74   625    74
   980    74   741    74
   362    74   559    74
   606    74   111    74
   640    74   628    74
   526    74   488    74
   117    74   668    74
   557    74   532    74
    79    74   343    74
   218    74   519    74
    20    74   240    74
   426    74   760    74
    87    74   213    74
   884    74   727    74
   496    74   463    74
   387    74   859    74
   832    74   824    74
   464    74   353    74
   774    74   966    74
   783    74   240    74
    55    74   325    74
   908    74   226    74
   734    74   594    74
   252    74   609    74
   968    74   112    74
    47    74   451    74
   815    74   257    74
   818    74   431    74
   924    74   661    74
   933    74   434    74
   533    74   409    74
   422    74   900    74
   661    74   414    74
   637    74   169    74
   331    74   851    74
   859    74   354    74
    30    74   118    74
   865    74   862    74
   671    74   326    74
   976    74   597    74
   613    74    53    74
    14    74   730    74
   852    74   200    74
   840    74   769    74
   813    74   561    74
   370    74   762    74
   915    74   396    74
   355    74   783    74
   783    74    70    74
   666    74    23    74
   882    74   428    74
   696    74   894    74
    12    74   306    74
     3    74   255    74
   133    74   743    74
   776    74   116    74
   657    74   343    74
   134    74   684    74
   346    74   762    74
   940    74   662    74
   581    74   423    74
   308    74   978    74
   685    74   622    74
   887    74   819    74
   796    74    79    74
   656    74   855    74
   908    74     1    74
   647    74   476    74
    79    74   319    74
   940    74   411    74
   557    74    28    74
   425    74   416    74
   657    74   292    74
   150    74   147    74
   476    74   270    74
   142    74   211    74
    85    74   729    74
   995    74   811    74
   204    74   979    74
   412    74   216    74
     1    74    31    74
   504    74   123    74
   607    74   881    74
   279    74   231    74
   365    74   918    74
   386    74   265    74
    40    74   478    74
   572    74   191    74
   504    74   554    74
   524    74   959    74
   174    74    59    74
   432    74   801    74
   899    74   368    74
   885    74   228    74
   108    74   902    74
   392    74   941    74
   760    74   735    74
    49    74   604    74
   485    74   429    74
   819    74   432    74
   727    74   624    74
   628    74   800    74
    17    74   305    74
   425    74   372    74
   931    74   861    74
   976    74   400    74
   332    74   252    74
   914    74   269    74
    13    74   295    74
   862    74   401    74
   228    74   319    74
   450    74   337    74
    54    74   272    74
     6    74   805    74
   741    74    92    74
   811    74   530    74
   389    74   989    74
   845    74   718    74
   599    74   748    74
    76    74   439    74
   577    74   150    74
   248    74   660    74
    18    74   710    74
   306    74   693    74
   991    74   111    74
   734    74   427    74
   291    74   245    74
   376    74   848    74
   406    74   117    74
   666    74   792    74
   416    74   458    74
   654    74   615    74
   633    74   836    74
   108    74   949    74
   795    74   419    74
   978    74   716    74
   751    74   457    74
   874    74   522    74
   545    74   629    74
   354    74   685    74
   202    74   511    74
   793    74   352    74
    94    74   719    74
   352    74   359    74
   178    74    43    74
   494    74   910    74
   485    74   816    74
   494    74   785    74
   806    74   102    74
   864    74   972    74
   777    74    13    74
    67    74   503    74
   482    74   621    74
   534    74   312    74
   946    74   899    74
   896    74   474    74
   577    74   813    74
    33    74    55    74
   757    74   981    74
   985    74   319    74
   481    74   749    74
   858    74   683    74
   581    74   280    74
   549    74   991    74
   653    74   622    74
   453    74   408    74
    17    74   570    74
   826    74   797    74
   503    74   753    74
   698    74   776    74
   668    74    15    74
   375    74   271    74
   466    74   703    74
    83    74   815    74
   357    74   170    74
   922    74   731    74
   263    74   407    74
   680    74   886    74
    29    74   419    74
    63    74   508    74
   948    74   844    74
   796    74   396    74
   586    74   746    74
   294    74   276    74
    91    74   350    74
   863    74   859    74
   879    74   879    74
    17    74   931    74
    65    74   601    74
   535    74   224    74
   921    74   916    74
   803    74   184    74
   446    74    82    74
   403    74   324    74
   995    74   150    74
   207    74   595    74
   105    74   186    74
   747    74   243    74
   295    74   720    74
   252    74   166    74
   746    74   453    74
   805    74   170    74
   368    74   953    74
   910    74   643    74
   980    74    84    74
   774    74   584    74
   117    74   841    74
   162    74   171    74
   342    74   482    74
   119    74   455    74
   336    74   884    74
    65    74   945    74
   471    74   653    74
    28    74   656    74
   834    74   595    74
    19    74   207    74
   551    74   524    74
   758    74   563    74
   747    74   847    74
   269    74   990    74
   722    74   483    74
   939    74     6    74
     2    74    48    74
   635    74   303    74
   129    74    56    74
   260    74   676    74
   233    74   669    74
   960    74   852    74
   765    74   618    74
   281    74   602    74
    24    74   670    74
    85    74   984    74
   854    74   237    74
   480    74   416    74
   529    74    26    74
   693    74    62    74
    42    74   298    74
   729    74   837    74
   869    74   540    74
   814    74   818    74
   392    74   734    74
   622    74   797    74
   267    74    91    74
   813    74   864    74
   930    74   755    74
   956    74   325    74
     9    74   993    74
   284    74   645    74
   447    74   713    74
   517    74   881    74
   276    74   809    74
   536    74   431    74
   945    74   167    74
   693    74   989    74
   513    74   225    74
   237    74   856    74
    98    74   144    74
   645    74   581    74
   398    74   575    74
    82    74   851    74
    28    74   373    74
    25    74   914    74
   527    74   172    74
   714    74   408    74
     3    74     3    74
   299    74   243    74
   606    74   468    74
   554    74   789    74
   984    74   219    74
   511    74   623    74
   331    74   277    74
   647    74   392    74
   230    74   181    74
   849    74   941    74
   518    74   986    74
     6    74   405    74
   134    74   965    74
   971    74   953    74
   516    74   408    74
   145    74   542    74
   618    74    35    74
   225    74   648    74
   927    74   330    74
   920    74   298    74
   826    74   525    74
   757    74   186    74
     1    74   932    74
    22    74    47    74
   483    74   643    74
   229    74    51    74
   725    74    19    74
   273    74   148    74
   220    74   290    74
   694    74   130    74
   291    74    41    74
   543    74   784    74
   412    74   636    74
    16    74   801    74
   899    74   378    74
   842    74   491    74
   556    74   950    74
   669    74     6    74
   791    74   316    74
   408    74   498    74
   706    74   591    74
   685    74   228    74
   890    74   365    74
   571    74   378    74
   603    74   939    74
   653    74   769    74
   357    74   987    74
   791    74   696    74
   317    74   983    74
    10    74   969    74
   991    74   253    74
   576    74   936    74
   429    74   290    74
   621    74   936    74
   643    74   659    74
   916    74   604    74
    30    74   580    74
   479    74   410    74
   894    74   618    74
   498    74   709    74
   984    74   568    74
   796    74   754    74
   885    74   627    74
   275    74   574    74
   440    74   729    74
   428    74   158    74
   100    74    68    74
   763    74   489    74
   477    74   916    74
   337    74   372    74
   684    74   816    74
   373    74   972    74
   664    74   935    74
    10    74   975    74
   417    74   782    74
   685    74   709    74
    78    74   503    74
    84    74   715    74
   159    74   835    74
   778    74    49    74
    18    74   105    74
   754    74   346    74
   313    74   177    74
   608    74   640    74
   977    74   475    74
   677    74   863    74
   664    74   434    74
   728    74   130    74
   303    74   753    74
   891    74    70    74
   414    74   612    74
   424    74   330    74
   922    74   927    74
   448    74   843    74
   548    74   135    74
    53    74   363    74
   658    74    98    74
   507    74   136    74
     4    74   614    74
   105    74   225    74
    77    74   125    74
   273    74   353    74
   441    74   846    74
   635    74   313    74
   392    74   867    74
   519    74   748    74
   356    74   994    74
   387    74   420    74
    94    74   576    74
   559    74   915    74
   689    74   150    74
   390    74   555    74
   305    74    52    74
   430    74   223    74
