   185    59   136    59
   218    59   235    59
    60    59   236    59
    98    59   210    59
    12    59     5    59
   196    59    48    59
    22    59    98    59
    44    59   215    59
   193    59   224    59
   206    59    90    59
     1    59   106    59
   124    59   235    59
   138    59    69    59
    68    59    67    59
   197    59    36    59
    17    59   103    59
    43    59    17    59
   151    59    27    59
   183    59   228    59
    22    59   207    59
    52    59    77    59
    57    59    24    59
    25    59    48    59
    39    59   195    59
   141    59    98    59
   169    59    67    59
   166    59   136    59
    19    59   220    59
   129    59    96    59
   166    59    25    59
   157    59   114    59
   172    59     1    59
   159    59    66    59
     1    59   217    59
   133    59     1    59
   153    59     7    59
    41    59    28    59
   112    59   107    59
   118    59   179    59
    97    59   238    59
   101    59    19    59
   114    59     1    59
   129    59     6    59
   227    59   223    59
   171    59   159    59
   220    59   115    59
   236    59   143    59
    73    59   182    59
     1    59   135    59
    42    59   191    59
    91    59   167    59
   194    59   204    59
   199    59     3    59
   182    59   106    59
   200    59   152    59
    32    59   141    59
    22    59    88    59
    81    59    27    59
   123    59    41    59
    99    59   146    59
   201    59   193    59
    39    59   162    59
   216    59   204    59
   194    59   128    59
   129    59    12    59
   237    59   185    59
     6    59   218    59
   188    59    49    59
   197    59    40    59
   121    59    11    59
   128    59    64    59
   125    59   149    59
   118    59   225    59
    66    59    47    59
   207    59    35    59
   228    59   194    59
    14    59     6    59
    20    59   152    59
   204    59   239    59
   191    59   203    59
   154    59   112    59
    78    59   219    59
   103    59   147    59
   123    59   177    59
   120    59   130    59
    59    59    21    59
   129    59    38    59
   149    59   174    59
   101    59   117    59
    44    59   201    59
    95    59   113    59
    53    59    20    59
    89    59   209    59
   149    59   220    59
    79    59   142    59
   141    59    92    59
   153    59   175    59
   184    59   207    59
   103    59    39    59
    97    59   189    59
    10    59   126    59
   157    59    86    59
   238    59    50    59
     1    59   109    59
   217    59    85    59
     1    59   214    59
    24    59   107    59
    88    59    85    59
   167    59   219    59
    25    59   146    59
   163    59   236    59
    99    59    71    59
   103    59    58    59
   181    59    97    59
   194    59   217    59
    44    59    11    59
   233    59   209    59
   153    59    96    59
    30    59    15    59
     7    59   207    59
   227    59   233    59
   230    59   161    59
    61    59   170    59
   215    59    11    59
    94    59   100    59
    10    59   115    59
   129    59   139    59
   146    59    11    59
   202    59    82    59
   108    59   194    59
    29    59    68    59
   102    59     1    59
   211    59   185    59
   204    59   195    59
   119    59    76    59
   207    59   103    59
    68    59   208    59
   232    59    66    59
   182    59   167    59
    36    59    51    59
   222    59   230    59
   122    59    96    59
   119    59   233    59
    80    59   124    59
   172    59   232    59
   118    59   112    59
   231    59   112    59
   170    59    97    59
    20    59   167    59
    26    59     7    59
   116    59    29    59
   163    59   202    59
   114    59   208    59
    36    59   203    59
   145    59   151    59
   235    59   134    59
   230    59   174    59
    85    59   232    59
   179    59    55    59
   205    59    24    59
   211    59   198    59
   178    59   191    59
   209    59    15    59
    25    59   215    59
   118    59   229    59
   133    59    80    59
     3    59    15    59
   192    59   192    59
   114    59   211    59
   231    59   164    59
   236    59   151    59
   212    59   155    59
   161    59   139    59
    76    59    36    59
     7    59   161    59
   201    59    86    59
    67    59   134    59
   157    59    74    59
    48    59   158    59
     1    59    59    59
   190    59    60    59
    15    59   183    59
   181    59   114    59
    51    59   225    59
   168    59    17    59
   128    59    63    59
   191    59     1    59
   220    59   208    59
   111    59    80    59
   115    59   192    59
    44    59    88    59
    51    59   223    59
   165    59   155    59
   225    59    33    59
    74    59   167    59
     1    59   157    59
   129    59   231    59
   111    59    75    59
   207    59   204    59
    61    59   201    59
   131    59    13    59
     9    59   162    59
    18    59    54    59
   216    59    34    59
   212    59    27    59
    79    59    57    59
    13    59   190    59
    62    59   218    59
   210    59    67    59
   199    59    43    59
    31    59    75    59
   219    59   218    59
    18    59   126    59
    63    59     8    59
    65    59   221    59
   146    59    28    59
   160    59   128    59
    43    59    85    59
   172    59   133    59
    50    59   163    59
   210    59    38    59
   183    59   165    59
   200    59   100    59
   182    59    85    59
   208    59   107    59
   126    59   134    59
    90    59   168    59
     3    59   122    59
    83    59    84    59
    75    59    14    59
    94    59   215    59
    13    59    30    59
   202    59    94    59
    64    59    81    59
   220    59   150    59
   235    59   178    59
    86    59   134    59
   145    59    26    59
   153    59   150    59
   126    59   117    59
